Age,Age_Bands,Area,Gender,Population
59,55 - 59,Dumfries and Galloway,Female,1095
59,55 - 59,Dundee City,Female,940
59,55 - 59,East Ayrshire,Female,869
59,55 - 59,East Dunbartonshire,Female,863
59,55 - 59,East Lothian,Female,733
59,55 - 59,East Renfrewshire,Female,661
59,55 - 59,Falkirk,Female,1041
59,55 - 59,Fife,Female,2431
59,55 - 59,Glasgow City,Female,3534
59,55 - 59,Highland,Female,1692
59,55 - 59,Inverclyde,Female,615
59,55 - 59,Midlothian,Female,645
59,55 - 59,Moray,Female,673
59,55 - 59,Na h-Eileanan Siar,Female,190
59,55 - 59,North Ayrshire,Female,989
59,55 - 59,North Lanarkshire,Female,2267
59,55 - 59,Orkney Islands,Female,174
59,55 - 59,Perth and Kinross,Female,1093
59,55 - 59,Renfrewshire,Female,1172
59,55 - 59,Scottish Borders,Female,880
59,55 - 59,Shetland Islands,Female,157
59,55 - 59,South Ayrshire,Female,892
59,55 - 59,South Lanarkshire,Female,2341
59,55 - 59,Stirling,Female,591
59,55 - 59,West Dunbartonshire,Female,666
59,55 - 59,West Lothian,Female,1103
60,60 - 64,Aberdeen City,Male,1315
60,60 - 64,Aberdeenshire,Male,1747
60,60 - 64,Angus,Male,761
60,60 - 64,Argyll and Bute,Male,660
60,60 - 64,City of Edinburgh,Male,2610
60,60 - 64,Clackmannanshire,Male,305
60,60 - 64,Dumfries and Galloway,Male,1043
60,60 - 64,Dundee City,Male,801
60,60 - 64,East Ayrshire,Male,762
60,60 - 64,East Dunbartonshire,Male,737
60,60 - 64,East Lothian,Male,683
60,60 - 64,East Renfrewshire,Male,645
60,60 - 64,Falkirk,Male,938
60,60 - 64,Fife,Male,2282
60,60 - 64,Glasgow City,Male,3222
60,60 - 64,Highland,Male,1633
60,60 - 64,Inverclyde,Male,545
60,60 - 64,Midlothian,Male,558
60,60 - 64,Moray,Male,661
60,60 - 64,Na h-Eileanan Siar,Male,185
60,60 - 64,North Ayrshire,Male,923
60,60 - 64,North Lanarkshire,Male,2007
60,60 - 64,Orkney Islands,Male,142
60,60 - 64,Perth and Kinross,Male,970
60,60 - 64,Renfrewshire,Male,1082
60,60 - 64,Scottish Borders,Male,831
60,60 - 64,Shetland Islands,Male,163
60,60 - 64,South Ayrshire,Male,776
60,60 - 64,South Lanarkshire,Male,2098
60,60 - 64,Stirling,Male,551
60,60 - 64,West Dunbartonshire,Male,642
60,60 - 64,West Lothian,Male,1033
60,60 - 64,Aberdeen City,Female,1294
60,60 - 64,Aberdeenshire,Female,1775
60,60 - 64,Angus,Female,798
60,60 - 64,Argyll and Bute,Female,662
60,60 - 64,City of Edinburgh,Female,2571
60,60 - 64,Clackmannanshire,Female,350
60,60 - 64,Dumfries and Galloway,Female,1179
60,60 - 64,Dundee City,Female,831
60,60 - 64,East Ayrshire,Female,784
60,60 - 64,East Dunbartonshire,Female,768
60,60 - 64,East Lothian,Female,680
60,60 - 64,East Renfrewshire,Female,665
60,60 - 64,Falkirk,Female,1043
60,60 - 64,Fife,Female,2456
60,60 - 64,Glasgow City,Female,3515
60,60 - 64,Highland,Female,1709
60,60 - 64,Inverclyde,Female,542
60,60 - 64,Midlothian,Female,541
60,60 - 64,Moray,Female,652
60,60 - 64,Na h-Eileanan Siar,Female,193
60,60 - 64,North Ayrshire,Female,1000
60,60 - 64,North Lanarkshire,Female,2192
60,60 - 64,Orkney Islands,Female,165
60,60 - 64,Perth and Kinross,Female,1051
60,60 - 64,Renfrewshire,Female,1185
60,60 - 64,Scottish Borders,Female,838
60,60 - 64,Shetland Islands,Female,164
60,60 - 64,South Ayrshire,Female,825
60,60 - 64,South Lanarkshire,Female,2242
60,60 - 64,Stirling,Female,561
60,60 - 64,West Dunbartonshire,Female,657
60,60 - 64,West Lothian,Female,1053
61,60 - 64,Aberdeen City,Male,1233
61,60 - 64,Aberdeenshire,Male,1676
61,60 - 64,Angus,Male,737
61,60 - 64,Argyll and Bute,Male,640
61,60 - 64,City of Edinburgh,Male,2435
61,60 - 64,Clackmannanshire,Male,312
61,60 - 64,Dumfries and Galloway,Male,1042
61,60 - 64,Dundee City,Male,782
61,60 - 64,East Ayrshire,Male,745
61,60 - 64,East Dunbartonshire,Male,732
61,60 - 64,East Lothian,Male,609
61,60 - 64,East Renfrewshire,Male,574
61,60 - 64,Falkirk,Male,868
61,60 - 64,Fife,Male,2241
61,60 - 64,Glasgow City,Male,3053
61,60 - 64,Highland,Male,1621
61,60 - 64,Inverclyde,Male,509
61,60 - 64,Midlothian,Male,500
61,60 - 64,Moray,Male,563
61,60 - 64,Na h-Eileanan Siar,Male,210
61,60 - 64,North Ayrshire,Male,880
61,60 - 64,North Lanarkshire,Male,1883
61,60 - 64,Orkney Islands,Male,152
61,60 - 64,Perth and Kinross,Male,983
61,60 - 64,Renfrewshire,Male,1052
61,60 - 64,Scottish Borders,Male,830
61,60 - 64,Shetland Islands,Male,168
61,60 - 64,South Ayrshire,Male,747
61,60 - 64,South Lanarkshire,Male,1905
61,60 - 64,Stirling,Male,533
61,60 - 64,West Dunbartonshire,Male,570
61,60 - 64,West Lothian,Male,941
61,60 - 64,Aberdeen City,Female,1220
61,60 - 64,Aberdeenshire,Female,1686
61,60 - 64,Angus,Female,778
61,60 - 64,Argyll and Bute,Female,617
61,60 - 64,City of Edinburgh,Female,2475
61,60 - 64,Clackmannanshire,Female,340
61,60 - 64,Dumfries and Galloway,Female,1142
61,60 - 64,Dundee City,Female,791
61,60 - 64,East Ayrshire,Female,802
61,60 - 64,East Dunbartonshire,Female,730
61,60 - 64,East Lothian,Female,707
61,60 - 64,East Renfrewshire,Female,613
61,60 - 64,Falkirk,Female,980
61,60 - 64,Fife,Female,2357
61,60 - 64,Glasgow City,Female,3186
61,60 - 64,Highland,Female,1636
61,60 - 64,Inverclyde,Female,537
61,60 - 64,Midlothian,Female,567
61,60 - 64,Moray,Female,634
61,60 - 64,Na h-Eileanan Siar,Female,203
61,60 - 64,North Ayrshire,Female,940
61,60 - 64,North Lanarkshire,Female,2125
61,60 - 64,Orkney Islands,Female,154
61,60 - 64,Perth and Kinross,Female,1030
61,60 - 64,Renfrewshire,Female,1112
61,60 - 64,Scottish Borders,Female,841
61,60 - 64,Shetland Islands,Female,170
61,60 - 64,South Ayrshire,Female,848
61,60 - 64,South Lanarkshire,Female,2216
61,60 - 64,Stirling,Female,559
61,60 - 64,West Dunbartonshire,Female,631
61,60 - 64,West Lothian,Female,979
62,60 - 64,Aberdeen City,Male,1255
62,60 - 64,Aberdeenshire,Male,1676
62,60 - 64,Angus,Male,734
62,60 - 64,Argyll and Bute,Male,603
62,60 - 64,City of Edinburgh,Male,2444
62,60 - 64,Clackmannanshire,Male,315
62,60 - 64,Dumfries and Galloway,Male,1078
62,60 - 64,Dundee City,Male,737
62,60 - 64,East Ayrshire,Male,739
62,60 - 64,East Dunbartonshire,Male,659
62,60 - 64,East Lothian,Male,625
62,60 - 64,East Renfrewshire,Male,515
62,60 - 64,Falkirk,Male,872
62,60 - 64,Fife,Male,2250
62,60 - 64,Glasgow City,Male,2811
62,60 - 64,Highland,Male,1621
62,60 - 64,Inverclyde,Male,453
62,60 - 64,Midlothian,Male,539
62,60 - 64,Moray,Male,588
62,60 - 64,Na h-Eileanan Siar,Male,189
62,60 - 64,North Ayrshire,Male,828
62,60 - 64,North Lanarkshire,Male,1912
62,60 - 64,Orkney Islands,Male,162
62,60 - 64,Perth and Kinross,Male,981
62,60 - 64,Renfrewshire,Male,1012
62,60 - 64,Scottish Borders,Male,811
62,60 - 64,Shetland Islands,Male,153
62,60 - 64,South Ayrshire,Male,777
62,60 - 64,South Lanarkshire,Male,2039
62,60 - 64,Stirling,Male,504
62,60 - 64,West Dunbartonshire,Male,540
62,60 - 64,West Lothian,Male,941
62,60 - 64,Aberdeen City,Female,1118
62,60 - 64,Aberdeenshire,Female,1721
62,60 - 64,Angus,Female,795
62,60 - 64,Argyll and Bute,Female,625
62,60 - 64,City of Edinburgh,Female,2468
62,60 - 64,Clackmannanshire,Female,360
62,60 - 64,Dumfries and Galloway,Female,1103
62,60 - 64,Dundee City,Female,739
62,60 - 64,East Ayrshire,Female,768
62,60 - 64,East Dunbartonshire,Female,737
62,60 - 64,East Lothian,Female,637
62,60 - 64,East Renfrewshire,Female,591
62,60 - 64,Falkirk,Female,937
62,60 - 64,Fife,Female,2361
62,60 - 64,Glasgow City,Female,3044
62,60 - 64,Highland,Female,1659
62,60 - 64,Inverclyde,Female,532
62,60 - 64,Midlothian,Female,533
62,60 - 64,Moray,Female,603
62,60 - 64,Na h-Eileanan Siar,Female,190
62,60 - 64,North Ayrshire,Female,988
62,60 - 64,North Lanarkshire,Female,2057
62,60 - 64,Orkney Islands,Female,131
62,60 - 64,Perth and Kinross,Female,990
62,60 - 64,Renfrewshire,Female,1138
62,60 - 64,Scottish Borders,Female,819
62,60 - 64,Shetland Islands,Female,142
62,60 - 64,South Ayrshire,Female,846
62,60 - 64,South Lanarkshire,Female,2126
62,60 - 64,Stirling,Female,576
62,60 - 64,West Dunbartonshire,Female,601
62,60 - 64,West Lothian,Female,1067
63,60 - 64,Aberdeen City,Male,1131
63,60 - 64,Aberdeenshire,Male,1534
63,60 - 64,Angus,Male,798
63,60 - 64,Argyll and Bute,Male,596
63,60 - 64,City of Edinburgh,Male,2303
63,60 - 64,Clackmannanshire,Male,323
63,60 - 64,Dumfries and Galloway,Male,1047
63,60 - 64,Dundee City,Male,710
63,60 - 64,East Ayrshire,Male,774
63,60 - 64,East Dunbartonshire,Male,680
63,60 - 64,East Lothian,Male,554
63,60 - 64,East Renfrewshire,Male,529
63,60 - 64,Falkirk,Male,896
63,60 - 64,Fife,Male,2118
63,60 - 64,Glasgow City,Male,2752
63,60 - 64,Highland,Male,1542
63,60 - 64,Inverclyde,Male,465
63,60 - 64,Midlothian,Male,515
63,60 - 64,Moray,Male,589
63,60 - 64,Na h-Eileanan Siar,Male,214
63,60 - 64,North Ayrshire,Male,839
63,60 - 64,North Lanarkshire,Male,1857
63,60 - 64,Orkney Islands,Male,174
63,60 - 64,Perth and Kinross,Male,1060
63,60 - 64,Renfrewshire,Male,975
63,60 - 64,Scottish Borders,Male,786
63,60 - 64,Shetland Islands,Male,128
63,60 - 64,South Ayrshire,Male,777
63,60 - 64,South Lanarkshire,Male,1963
63,60 - 64,Stirling,Male,536
63,60 - 64,West Dunbartonshire,Male,519
63,60 - 64,West Lothian,Male,897
63,60 - 64,Aberdeen City,Female,1079
63,60 - 64,Aberdeenshire,Female,1623
63,60 - 64,Angus,Female,837
63,60 - 64,Argyll and Bute,Female,641
63,60 - 64,City of Edinburgh,Female,2410
63,60 - 64,Clackmannanshire,Female,309
63,60 - 64,Dumfries and Galloway,Female,1119
63,60 - 64,Dundee City,Female,815
63,60 - 64,East Ayrshire,Female,817
63,60 - 64,East Dunbartonshire,Female,732
63,60 - 64,East Lothian,Female,636
63,60 - 64,East Renfrewshire,Female,575
63,60 - 64,Falkirk,Female,958
63,60 - 64,Fife,Female,2317
63,60 - 64,Glasgow City,Female,2752
63,60 - 64,Highland,Female,1691
63,60 - 64,Inverclyde,Female,521
63,60 - 64,Midlothian,Female,545
63,60 - 64,Moray,Female,633
63,60 - 64,Na h-Eileanan Siar,Female,179
63,60 - 64,North Ayrshire,Female,979
63,60 - 64,North Lanarkshire,Female,2046
63,60 - 64,Orkney Islands,Female,152
63,60 - 64,Perth and Kinross,Female,1055
63,60 - 64,Renfrewshire,Female,1051
63,60 - 64,Scottish Borders,Female,827
63,60 - 64,Shetland Islands,Female,138
63,60 - 64,South Ayrshire,Female,834
63,60 - 64,South Lanarkshire,Female,1995
63,60 - 64,Stirling,Female,541
63,60 - 64,West Dunbartonshire,Female,540
63,60 - 64,West Lothian,Female,1048
64,60 - 64,Aberdeen City,Male,1093
64,60 - 64,Aberdeenshire,Male,1551
64,60 - 64,Angus,Male,693
64,60 - 64,Argyll and Bute,Male,598
64,60 - 64,City of Edinburgh,Male,2296
64,60 - 64,Clackmannanshire,Male,324
64,60 - 64,Dumfries and Galloway,Male,1051
64,60 - 64,Dundee City,Male,705
64,60 - 64,East Ayrshire,Male,711
64,60 - 64,East Dunbartonshire,Male,579
64,60 - 64,East Lothian,Male,563
64,60 - 64,East Renfrewshire,Male,528
64,60 - 64,Falkirk,Male,857
64,60 - 64,Fife,Male,2065
64,60 - 64,Glasgow City,Male,2595
64,60 - 64,Highland,Male,1563
64,60 - 64,Inverclyde,Male,453
64,60 - 64,Midlothian,Male,497
64,60 - 64,Moray,Male,565
64,60 - 64,Na h-Eileanan Siar,Male,189
64,60 - 64,North Ayrshire,Male,834
64,60 - 64,North Lanarkshire,Male,1718
64,60 - 64,Orkney Islands,Male,136
64,60 - 64,Perth and Kinross,Male,960
64,60 - 64,Renfrewshire,Male,942
64,60 - 64,Scottish Borders,Male,782
64,60 - 64,Shetland Islands,Male,160
64,60 - 64,South Ayrshire,Male,745
64,60 - 64,South Lanarkshire,Male,1805
64,60 - 64,Stirling,Male,506
64,60 - 64,West Dunbartonshire,Male,488
64,60 - 64,West Lothian,Male,873
64,60 - 64,Aberdeen City,Female,1109
64,60 - 64,Aberdeenshire,Female,1539
64,60 - 64,Angus,Female,758
64,60 - 64,Argyll and Bute,Female,676
64,60 - 64,City of Edinburgh,Female,2375
64,60 - 64,Clackmannanshire,Female,296
64,60 - 64,Dumfries and Galloway,Female,1101
64,60 - 64,Dundee City,Female,728
64,60 - 64,East Ayrshire,Female,777
64,60 - 64,East Dunbartonshire,Female,689
64,60 - 64,East Lothian,Female,650
64,60 - 64,East Renfrewshire,Female,555
64,60 - 64,Falkirk,Female,907
64,60 - 64,Fife,Female,2255
64,60 - 64,Glasgow City,Female,2659
64,60 - 64,Highland,Female,1624
64,60 - 64,Inverclyde,Female,489
64,60 - 64,Midlothian,Female,516
64,60 - 64,Moray,Female,576
64,60 - 64,Na h-Eileanan Siar,Female,214
64,60 - 64,North Ayrshire,Female,903
64,60 - 64,North Lanarkshire,Female,1928
64,60 - 64,Orkney Islands,Female,148
64,60 - 64,Perth and Kinross,Female,996
64,60 - 64,Renfrewshire,Female,984
64,60 - 64,Scottish Borders,Female,792
64,60 - 64,Shetland Islands,Female,128
64,60 - 64,South Ayrshire,Female,830
64,60 - 64,South Lanarkshire,Female,1990
64,60 - 64,Stirling,Female,505
64,60 - 64,West Dunbartonshire,Female,533
64,60 - 64,West Lothian,Female,972
65,65 - 69,Aberdeen City,Male,1052
65,65 - 69,Aberdeenshire,Male,1569
65,65 - 69,Angus,Male,787
65,65 - 69,Argyll and Bute,Male,655
65,65 - 69,City of Edinburgh,Male,2159
65,65 - 69,Clackmannanshire,Male,293
65,65 - 69,Dumfries and Galloway,Male,1074
65,65 - 69,Dundee City,Male,699
65,65 - 69,East Ayrshire,Male,729
65,65 - 69,East Dunbartonshire,Male,666
65,65 - 69,East Lothian,Male,561
65,65 - 69,East Renfrewshire,Male,459
65,65 - 69,Falkirk,Male,871
65,65 - 69,Fife,Male,2179
65,65 - 69,Glasgow City,Male,2598
65,65 - 69,Highland,Male,1554
65,65 - 69,Inverclyde,Male,501
65,65 - 69,Midlothian,Male,490
65,65 - 69,Moray,Male,558
65,65 - 69,Na h-Eileanan Siar,Male,170
65,65 - 69,North Ayrshire,Male,859
65,65 - 69,North Lanarkshire,Male,1697
65,65 - 69,Orkney Islands,Male,156
65,65 - 69,Perth and Kinross,Male,925
65,65 - 69,Renfrewshire,Male,969
65,65 - 69,Scottish Borders,Male,784
65,65 - 69,Shetland Islands,Male,145
65,65 - 69,South Ayrshire,Male,739
65,65 - 69,South Lanarkshire,Male,1776
65,65 - 69,Stirling,Male,507
65,65 - 69,West Dunbartonshire,Male,485
65,65 - 69,West Lothian,Male,903
65,65 - 69,Aberdeen City,Female,1074
65,65 - 69,Aberdeenshire,Female,1575
65,65 - 69,Angus,Female,792
65,65 - 69,Argyll and Bute,Female,686
65,65 - 69,City of Edinburgh,Female,2341
65,65 - 69,Clackmannanshire,Female,355
65,65 - 69,Dumfries and Galloway,Female,1070
65,65 - 69,Dundee City,Female,732
65,65 - 69,East Ayrshire,Female,740
65,65 - 69,East Dunbartonshire,Female,659
65,65 - 69,East Lothian,Female,660
65,65 - 69,East Renfrewshire,Female,544
65,65 - 69,Falkirk,Female,1008
65,65 - 69,Fife,Female,2306
65,65 - 69,Glasgow City,Female,2625
65,65 - 69,Highland,Female,1585
65,65 - 69,Inverclyde,Female,521
65,65 - 69,Midlothian,Female,566
65,65 - 69,Moray,Female,634
65,65 - 69,Na h-Eileanan Siar,Female,199
65,65 - 69,North Ayrshire,Female,910
65,65 - 69,North Lanarkshire,Female,1868
65,65 - 69,Orkney Islands,Female,162
65,65 - 69,Perth and Kinross,Female,1019
65,65 - 69,Renfrewshire,Female,1110
65,65 - 69,Scottish Borders,Female,824
65,65 - 69,Shetland Islands,Female,146
65,65 - 69,South Ayrshire,Female,823
65,65 - 69,South Lanarkshire,Female,1890
65,65 - 69,Stirling,Female,538
65,65 - 69,West Dunbartonshire,Female,566
65,65 - 69,West Lothian,Female,979
66,65 - 69,Aberdeen City,Male,1070
66,65 - 69,Aberdeenshire,Male,1542
66,65 - 69,Angus,Male,817
66,65 - 69,Argyll and Bute,Male,602
66,65 - 69,City of Edinburgh,Male,2177
66,65 - 69,Clackmannanshire,Male,327
66,65 - 69,Dumfries and Galloway,Male,1098
66,65 - 69,Dundee City,Male,684
66,65 - 69,East Ayrshire,Male,735
66,65 - 69,East Dunbartonshire,Male,632
66,65 - 69,East Lothian,Male,571
66,65 - 69,East Renfrewshire,Male,491
66,65 - 69,Falkirk,Male,925
66,65 - 69,Fife,Male,2149
66,65 - 69,Glasgow City,Male,2435
66,65 - 69,Highland,Male,1553
66,65 - 69,Inverclyde,Male,472
66,65 - 69,Midlothian,Male,531
66,65 - 69,Moray,Male,583
66,65 - 69,Na h-Eileanan Siar,Male,229
66,65 - 69,North Ayrshire,Male,844
66,65 - 69,North Lanarkshire,Male,1802
66,65 - 69,Orkney Islands,Male,132
66,65 - 69,Perth and Kinross,Male,974
66,65 - 69,Renfrewshire,Male,919
66,65 - 69,Scottish Borders,Male,811
66,65 - 69,Shetland Islands,Male,148
66,65 - 69,South Ayrshire,Male,760
66,65 - 69,South Lanarkshire,Male,1753
66,65 - 69,Stirling,Male,517
66,65 - 69,West Dunbartonshire,Male,485
66,65 - 69,West Lothian,Male,900
66,65 - 69,Aberdeen City,Female,1041
66,65 - 69,Aberdeenshire,Female,1587
66,65 - 69,Angus,Female,760
66,65 - 69,Argyll and Bute,Female,649
66,65 - 69,City of Edinburgh,Female,2424
66,65 - 69,Clackmannanshire,Female,356
66,65 - 69,Dumfries and Galloway,Female,1109
66,65 - 69,Dundee City,Female,809
66,65 - 69,East Ayrshire,Female,762
66,65 - 69,East Dunbartonshire,Female,736
66,65 - 69,East Lothian,Female,635
66,65 - 69,East Renfrewshire,Female,526
66,65 - 69,Falkirk,Female,955
66,65 - 69,Fife,Female,2348
66,65 - 69,Glasgow City,Female,2621
66,65 - 69,Highland,Female,1575
66,65 - 69,Inverclyde,Female,516
66,65 - 69,Midlothian,Female,528
66,65 - 69,Moray,Female,626
66,65 - 69,Na h-Eileanan Siar,Female,198
66,65 - 69,North Ayrshire,Female,893
66,65 - 69,North Lanarkshire,Female,1907
66,65 - 69,Orkney Islands,Female,146
66,65 - 69,Perth and Kinross,Female,1026
66,65 - 69,Renfrewshire,Female,1019
66,65 - 69,Scottish Borders,Female,845
66,65 - 69,Shetland Islands,Female,143
66,65 - 69,South Ayrshire,Female,801
66,65 - 69,South Lanarkshire,Female,1895
66,65 - 69,Stirling,Female,505
66,65 - 69,West Dunbartonshire,Female,535
66,65 - 69,West Lothian,Female,938
67,65 - 69,Aberdeen City,Male,1112
67,65 - 69,Aberdeenshire,Male,1678
67,65 - 69,Angus,Male,779
67,65 - 69,Argyll and Bute,Male,709
67,65 - 69,City of Edinburgh,Male,2230
67,65 - 69,Clackmannanshire,Male,335
67,65 - 69,Dumfries and Galloway,Male,1146
67,65 - 69,Dundee City,Male,729
67,65 - 69,East Ayrshire,Male,746
67,65 - 69,East Dunbartonshire,Male,634
67,65 - 69,East Lothian,Male,553
67,65 - 69,East Renfrewshire,Male,487
67,65 - 69,Falkirk,Male,907
67,65 - 69,Fife,Male,2244
67,65 - 69,Glasgow City,Male,2405
67,65 - 69,Highland,Male,1588
67,65 - 69,Inverclyde,Male,459
67,65 - 69,Midlothian,Male,521
67,65 - 69,Moray,Male,563
67,65 - 69,Na h-Eileanan Siar,Male,207
67,65 - 69,North Ayrshire,Male,862
67,65 - 69,North Lanarkshire,Male,1765
67,65 - 69,Orkney Islands,Male,166
67,65 - 69,Perth and Kinross,Male,972
67,65 - 69,Renfrewshire,Male,919
67,65 - 69,Scottish Borders,Male,830
67,65 - 69,Shetland Islands,Male,143
67,65 - 69,South Ayrshire,Male,832
67,65 - 69,South Lanarkshire,Male,1760
67,65 - 69,Stirling,Male,523
67,65 - 69,West Dunbartonshire,Male,469
67,65 - 69,West Lothian,Male,920
67,65 - 69,Aberdeen City,Female,1145
67,65 - 69,Aberdeenshire,Female,1579
67,65 - 69,Angus,Female,865
67,65 - 69,Argyll and Bute,Female,664
67,65 - 69,City of Edinburgh,Female,2395
67,65 - 69,Clackmannanshire,Female,337
67,65 - 69,Dumfries and Galloway,Female,1082
67,65 - 69,Dundee City,Female,767
67,65 - 69,East Ayrshire,Female,757
67,65 - 69,East Dunbartonshire,Female,739
67,65 - 69,East Lothian,Female,622
67,65 - 69,East Renfrewshire,Female,578
67,65 - 69,Falkirk,Female,975
67,65 - 69,Fife,Female,2459
67,65 - 69,Glasgow City,Female,2621
67,65 - 69,Highland,Female,1615
67,65 - 69,Inverclyde,Female,510
67,65 - 69,Midlothian,Female,581
67,65 - 69,Moray,Female,604
67,65 - 69,Na h-Eileanan Siar,Female,208
67,65 - 69,North Ayrshire,Female,1005
67,65 - 69,North Lanarkshire,Female,1950
67,65 - 69,Orkney Islands,Female,144
67,65 - 69,Perth and Kinross,Female,1029
67,65 - 69,Renfrewshire,Female,1096
67,65 - 69,Scottish Borders,Female,860
67,65 - 69,Shetland Islands,Female,134
67,65 - 69,South Ayrshire,Female,840
67,65 - 69,South Lanarkshire,Female,1914
67,65 - 69,Stirling,Female,513
67,65 - 69,West Dunbartonshire,Female,538
67,65 - 69,West Lothian,Female,1001
68,65 - 69,Aberdeen City,Male,1052
68,65 - 69,Aberdeenshire,Male,1677
68,65 - 69,Angus,Male,871
68,65 - 69,Argyll and Bute,Male,650
68,65 - 69,City of Edinburgh,Male,2180
68,65 - 69,Clackmannanshire,Male,347
68,65 - 69,Dumfries and Galloway,Male,1152
68,65 - 69,Dundee City,Male,735
68,65 - 69,East Ayrshire,Male,732
68,65 - 69,East Dunbartonshire,Male,665
68,65 - 69,East Lothian,Male,643
68,65 - 69,East Renfrewshire,Male,507
68,65 - 69,Falkirk,Male,921
68,65 - 69,Fife,Male,2315
68,65 - 69,Glasgow City,Male,2469
68,65 - 69,Highland,Male,1686
68,65 - 69,Inverclyde,Male,440
68,65 - 69,Midlothian,Male,496
68,65 - 69,Moray,Male,631
68,65 - 69,Na h-Eileanan Siar,Male,222
68,65 - 69,North Ayrshire,Male,958
68,65 - 69,North Lanarkshire,Male,1776
68,65 - 69,Orkney Islands,Male,139
68,65 - 69,Perth and Kinross,Male,1029
68,65 - 69,Renfrewshire,Male,929
68,65 - 69,Scottish Borders,Male,914
68,65 - 69,Shetland Islands,Male,162
68,65 - 69,South Ayrshire,Male,805
68,65 - 69,South Lanarkshire,Male,1818
68,65 - 69,Stirling,Male,520
68,65 - 69,West Dunbartonshire,Male,515
