Age,Age_Bands,Area,Gender,Population
49,45 - 49,Inverclyde,Male,618
49,45 - 49,Midlothian,Male,653
49,45 - 49,Moray,Male,759
49,45 - 49,Na h-Eileanan Siar,Male,228
49,45 - 49,North Ayrshire,Male,967
49,45 - 49,North Lanarkshire,Male,2653
49,45 - 49,Orkney Islands,Male,184
49,45 - 49,Perth and Kinross,Male,1109
49,45 - 49,Renfrewshire,Male,1284
49,45 - 49,Scottish Borders,Male,892
49,45 - 49,Shetland Islands,Male,178
49,45 - 49,South Ayrshire,Male,800
49,45 - 49,South Lanarkshire,Male,2449
49,45 - 49,Stirling,Male,649
49,45 - 49,West Dunbartonshire,Male,645
49,45 - 49,West Lothian,Male,1387
49,45 - 49,Aberdeen City,Female,1403
49,45 - 49,Aberdeenshire,Female,2118
49,45 - 49,Angus,Female,899
49,45 - 49,Argyll and Bute,Female,654
49,45 - 49,City of Edinburgh,Female,3246
49,45 - 49,Clackmannanshire,Female,474
49,45 - 49,Dumfries and Galloway,Female,1237
49,45 - 49,Dundee City,Female,926
49,45 - 49,East Ayrshire,Female,1060
49,45 - 49,East Dunbartonshire,Female,925
49,45 - 49,East Lothian,Female,913
49,45 - 49,East Renfrewshire,Female,796
49,45 - 49,Falkirk,Female,1301
49,45 - 49,Fife,Female,2775
49,45 - 49,Glasgow City,Female,4158
49,45 - 49,Highland,Female,1802
49,45 - 49,Inverclyde,Female,686
49,45 - 49,Midlothian,Female,674
49,45 - 49,Moray,Female,735
49,45 - 49,Na h-Eileanan Siar,Female,202
49,45 - 49,North Ayrshire,Female,1152
49,45 - 49,North Lanarkshire,Female,2745
49,45 - 49,Orkney Islands,Female,171
49,45 - 49,Perth and Kinross,Female,1213
49,45 - 49,Renfrewshire,Female,1510
49,45 - 49,Scottish Borders,Female,992
49,45 - 49,Shetland Islands,Female,159
49,45 - 49,South Ayrshire,Female,876
49,45 - 49,South Lanarkshire,Female,2588
49,45 - 49,Stirling,Female,680
49,45 - 49,West Dunbartonshire,Female,770
49,45 - 49,West Lothian,Female,1518
50,50 - 54,Aberdeen City,Male,1359
50,50 - 54,Aberdeenshire,Male,1983
50,50 - 54,Angus,Male,890
50,50 - 54,Argyll and Bute,Male,631
50,50 - 54,City of Edinburgh,Male,3242
50,50 - 54,Clackmannanshire,Male,391
50,50 - 54,Dumfries and Galloway,Male,1140
50,50 - 54,Dundee City,Male,925
50,50 - 54,East Ayrshire,Male,949
50,50 - 54,East Dunbartonshire,Male,772
50,50 - 54,East Lothian,Male,781
50,50 - 54,East Renfrewshire,Male,732
50,50 - 54,Falkirk,Male,1213
50,50 - 54,Fife,Male,2608
50,50 - 54,Glasgow City,Male,3967
50,50 - 54,Highland,Male,1845
50,50 - 54,Inverclyde,Male,625
50,50 - 54,Midlothian,Male,609
50,50 - 54,Moray,Male,712
50,50 - 54,Na h-Eileanan Siar,Male,181
50,50 - 54,North Ayrshire,Male,963
50,50 - 54,North Lanarkshire,Male,2622
50,50 - 54,Orkney Islands,Male,182
50,50 - 54,Perth and Kinross,Male,1184
50,50 - 54,Renfrewshire,Male,1346
50,50 - 54,Scottish Borders,Male,916
50,50 - 54,Shetland Islands,Male,198
50,50 - 54,South Ayrshire,Male,765
50,50 - 54,South Lanarkshire,Male,2325
50,50 - 54,Stirling,Male,694
50,50 - 54,West Dunbartonshire,Male,687
50,50 - 54,West Lothian,Male,1358
50,50 - 54,Aberdeen City,Female,1480
50,50 - 54,Aberdeenshire,Female,2129
50,50 - 54,Angus,Female,889
50,50 - 54,Argyll and Bute,Female,676
50,50 - 54,City of Edinburgh,Female,3196
50,50 - 54,Clackmannanshire,Female,411
50,50 - 54,Dumfries and Galloway,Female,1146
50,50 - 54,Dundee City,Female,991
50,50 - 54,East Ayrshire,Female,1018
50,50 - 54,East Dunbartonshire,Female,884
50,50 - 54,East Lothian,Female,784
50,50 - 54,East Renfrewshire,Female,751
50,50 - 54,Falkirk,Female,1323
50,50 - 54,Fife,Female,2875
50,50 - 54,Glasgow City,Female,4342
50,50 - 54,Highland,Female,1905
50,50 - 54,Inverclyde,Female,686
50,50 - 54,Midlothian,Female,695
50,50 - 54,Moray,Female,763
50,50 - 54,Na h-Eileanan Siar,Female,215
50,50 - 54,North Ayrshire,Female,1136
50,50 - 54,North Lanarkshire,Female,2705
50,50 - 54,Orkney Islands,Female,191
50,50 - 54,Perth and Kinross,Female,1176
50,50 - 54,Renfrewshire,Female,1489
50,50 - 54,Scottish Borders,Female,959
50,50 - 54,Shetland Islands,Female,166
50,50 - 54,South Ayrshire,Female,885
50,50 - 54,South Lanarkshire,Female,2533
50,50 - 54,Stirling,Female,750
50,50 - 54,West Dunbartonshire,Female,778
50,50 - 54,West Lothian,Female,1464
51,50 - 54,Aberdeen City,Male,1497
51,50 - 54,Aberdeenshire,Male,2077
51,50 - 54,Angus,Male,894
51,50 - 54,Argyll and Bute,Male,656
51,50 - 54,City of Edinburgh,Male,3336
51,50 - 54,Clackmannanshire,Male,400
51,50 - 54,Dumfries and Galloway,Male,1225
51,50 - 54,Dundee City,Male,937
51,50 - 54,East Ayrshire,Male,1001
51,50 - 54,East Dunbartonshire,Male,899
51,50 - 54,East Lothian,Male,889
51,50 - 54,East Renfrewshire,Male,641
51,50 - 54,Falkirk,Male,1312
51,50 - 54,Fife,Male,2750
51,50 - 54,Glasgow City,Male,3933
51,50 - 54,Highland,Male,1836
51,50 - 54,Inverclyde,Male,641
51,50 - 54,Midlothian,Male,658
51,50 - 54,Moray,Male,709
51,50 - 54,Na h-Eileanan Siar,Male,201
51,50 - 54,North Ayrshire,Male,1016
51,50 - 54,North Lanarkshire,Male,2670
51,50 - 54,Orkney Islands,Male,181
51,50 - 54,Perth and Kinross,Male,1213
51,50 - 54,Renfrewshire,Male,1431
51,50 - 54,Scottish Borders,Male,952
51,50 - 54,Shetland Islands,Male,189
51,50 - 54,South Ayrshire,Male,855
51,50 - 54,South Lanarkshire,Male,2451
51,50 - 54,Stirling,Male,761
51,50 - 54,West Dunbartonshire,Male,754
51,50 - 54,West Lothian,Male,1456
51,50 - 54,Aberdeen City,Female,1511
51,50 - 54,Aberdeenshire,Female,2156
51,50 - 54,Angus,Female,933
51,50 - 54,Argyll and Bute,Female,765
51,50 - 54,City of Edinburgh,Female,3221
51,50 - 54,Clackmannanshire,Female,415
51,50 - 54,Dumfries and Galloway,Female,1287
51,50 - 54,Dundee City,Female,1092
51,50 - 54,East Ayrshire,Female,1075
51,50 - 54,East Dunbartonshire,Female,873
51,50 - 54,East Lothian,Female,865
51,50 - 54,East Renfrewshire,Female,766
51,50 - 54,Falkirk,Female,1267
51,50 - 54,Fife,Female,2944
51,50 - 54,Glasgow City,Female,4479
51,50 - 54,Highland,Female,2021
51,50 - 54,Inverclyde,Female,672
51,50 - 54,Midlothian,Female,696
51,50 - 54,Moray,Female,753
51,50 - 54,Na h-Eileanan Siar,Female,212
51,50 - 54,North Ayrshire,Female,1167
51,50 - 54,North Lanarkshire,Female,2849
51,50 - 54,Orkney Islands,Female,195
51,50 - 54,Perth and Kinross,Female,1263
51,50 - 54,Renfrewshire,Female,1499
51,50 - 54,Scottish Borders,Female,958
51,50 - 54,Shetland Islands,Female,161
51,50 - 54,South Ayrshire,Female,925
51,50 - 54,South Lanarkshire,Female,2591
51,50 - 54,Stirling,Female,768
51,50 - 54,West Dunbartonshire,Female,751
51,50 - 54,West Lothian,Female,1516
52,50 - 54,Aberdeen City,Male,1392
52,50 - 54,Aberdeenshire,Male,2083
52,50 - 54,Angus,Male,939
52,50 - 54,Argyll and Bute,Male,682
52,50 - 54,City of Edinburgh,Male,3181
52,50 - 54,Clackmannanshire,Male,430
52,50 - 54,Dumfries and Galloway,Male,1187
52,50 - 54,Dundee City,Male,922
52,50 - 54,East Ayrshire,Male,940
52,50 - 54,East Dunbartonshire,Male,823
52,50 - 54,East Lothian,Male,759
52,50 - 54,East Renfrewshire,Male,716
52,50 - 54,Falkirk,Male,1261
52,50 - 54,Fife,Male,2710
52,50 - 54,Glasgow City,Male,3969
52,50 - 54,Highland,Male,1794
52,50 - 54,Inverclyde,Male,629
52,50 - 54,Midlothian,Male,636
52,50 - 54,Moray,Male,740
52,50 - 54,Na h-Eileanan Siar,Male,215
52,50 - 54,North Ayrshire,Male,1061
52,50 - 54,North Lanarkshire,Male,2582
52,50 - 54,Orkney Islands,Male,171
52,50 - 54,Perth and Kinross,Male,1231
52,50 - 54,Renfrewshire,Male,1331
52,50 - 54,Scottish Borders,Male,900
52,50 - 54,Shetland Islands,Male,186
52,50 - 54,South Ayrshire,Male,891
52,50 - 54,South Lanarkshire,Male,2419
52,50 - 54,Stirling,Male,702
52,50 - 54,West Dunbartonshire,Male,693
52,50 - 54,West Lothian,Male,1372
52,50 - 54,Aberdeen City,Female,1507
52,50 - 54,Aberdeenshire,Female,2109
52,50 - 54,Angus,Female,858
52,50 - 54,Argyll and Bute,Female,726
52,50 - 54,City of Edinburgh,Female,3273
52,50 - 54,Clackmannanshire,Female,430
52,50 - 54,Dumfries and Galloway,Female,1275
52,50 - 54,Dundee City,Female,1016
52,50 - 54,East Ayrshire,Female,983
52,50 - 54,East Dunbartonshire,Female,943
52,50 - 54,East Lothian,Female,859
52,50 - 54,East Renfrewshire,Female,834
52,50 - 54,Falkirk,Female,1255
52,50 - 54,Fife,Female,2931
52,50 - 54,Glasgow City,Female,4540
52,50 - 54,Highland,Female,2045
52,50 - 54,Inverclyde,Female,699
52,50 - 54,Midlothian,Female,663
52,50 - 54,Moray,Female,719
52,50 - 54,Na h-Eileanan Siar,Female,191
52,50 - 54,North Ayrshire,Female,1159
52,50 - 54,North Lanarkshire,Female,2699
52,50 - 54,Orkney Islands,Female,172
52,50 - 54,Perth and Kinross,Female,1209
52,50 - 54,Renfrewshire,Female,1493
52,50 - 54,Scottish Borders,Female,968
52,50 - 54,Shetland Islands,Female,198
52,50 - 54,South Ayrshire,Female,927
52,50 - 54,South Lanarkshire,Female,2813
52,50 - 54,Stirling,Female,741
52,50 - 54,West Dunbartonshire,Female,794
52,50 - 54,West Lothian,Female,1412
53,50 - 54,Aberdeen City,Male,1527
53,50 - 54,Aberdeenshire,Male,2023
53,50 - 54,Angus,Male,903
53,50 - 54,Argyll and Bute,Male,705
53,50 - 54,City of Edinburgh,Male,3320
53,50 - 54,Clackmannanshire,Male,404
53,50 - 54,Dumfries and Galloway,Male,1177
53,50 - 54,Dundee City,Male,968
53,50 - 54,East Ayrshire,Male,893
53,50 - 54,East Dunbartonshire,Male,821
53,50 - 54,East Lothian,Male,842
53,50 - 54,East Renfrewshire,Male,697
53,50 - 54,Falkirk,Male,1227
53,50 - 54,Fife,Male,2622
53,50 - 54,Glasgow City,Male,4063
53,50 - 54,Highland,Male,1799
53,50 - 54,Inverclyde,Male,677
53,50 - 54,Midlothian,Male,649
53,50 - 54,Moray,Male,724
53,50 - 54,Na h-Eileanan Siar,Male,201
53,50 - 54,North Ayrshire,Male,981
53,50 - 54,North Lanarkshire,Male,2387
53,50 - 54,Orkney Islands,Male,201
53,50 - 54,Perth and Kinross,Male,1201
53,50 - 54,Renfrewshire,Male,1344
53,50 - 54,Scottish Borders,Male,961
53,50 - 54,Shetland Islands,Male,194
53,50 - 54,South Ayrshire,Male,802
53,50 - 54,South Lanarkshire,Male,2509
53,50 - 54,Stirling,Male,678
53,50 - 54,West Dunbartonshire,Male,705
53,50 - 54,West Lothian,Male,1383
53,50 - 54,Aberdeen City,Female,1515
53,50 - 54,Aberdeenshire,Female,2131
53,50 - 54,Angus,Female,931
53,50 - 54,Argyll and Bute,Female,743
53,50 - 54,City of Edinburgh,Female,3288
53,50 - 54,Clackmannanshire,Female,434
53,50 - 54,Dumfries and Galloway,Female,1283
53,50 - 54,Dundee City,Female,1066
53,50 - 54,East Ayrshire,Female,1009
53,50 - 54,East Dunbartonshire,Female,916
53,50 - 54,East Lothian,Female,859
53,50 - 54,East Renfrewshire,Female,754
53,50 - 54,Falkirk,Female,1212
53,50 - 54,Fife,Female,2886
53,50 - 54,Glasgow City,Female,4357
53,50 - 54,Highland,Female,1825
53,50 - 54,Inverclyde,Female,705
53,50 - 54,Midlothian,Female,728
53,50 - 54,Moray,Female,764
53,50 - 54,Na h-Eileanan Siar,Female,211
53,50 - 54,North Ayrshire,Female,1177
53,50 - 54,North Lanarkshire,Female,2779
53,50 - 54,Orkney Islands,Female,173
53,50 - 54,Perth and Kinross,Female,1230
53,50 - 54,Renfrewshire,Female,1391
53,50 - 54,Scottish Borders,Female,990
53,50 - 54,Shetland Islands,Female,179
53,50 - 54,South Ayrshire,Female,982
53,50 - 54,South Lanarkshire,Female,2593
53,50 - 54,Stirling,Female,758
53,50 - 54,West Dunbartonshire,Female,782
53,50 - 54,West Lothian,Female,1409
54,50 - 54,Aberdeen City,Male,1509
54,50 - 54,Aberdeenshire,Male,1960
54,50 - 54,Angus,Male,944
54,50 - 54,Argyll and Bute,Male,683
54,50 - 54,City of Edinburgh,Male,3098
54,50 - 54,Clackmannanshire,Male,396
54,50 - 54,Dumfries and Galloway,Male,1155
54,50 - 54,Dundee City,Male,941
54,50 - 54,East Ayrshire,Male,902
54,50 - 54,East Dunbartonshire,Male,845
54,50 - 54,East Lothian,Male,819
54,50 - 54,East Renfrewshire,Male,687
54,50 - 54,Falkirk,Male,1173
54,50 - 54,Fife,Male,2637
54,50 - 54,Glasgow City,Male,4044
54,50 - 54,Highland,Male,1781
54,50 - 54,Inverclyde,Male,684
54,50 - 54,Midlothian,Male,634
54,50 - 54,Moray,Male,732
54,50 - 54,Na h-Eileanan Siar,Male,237
54,50 - 54,North Ayrshire,Male,1048
54,50 - 54,North Lanarkshire,Male,2597
54,50 - 54,Orkney Islands,Male,173
54,50 - 54,Perth and Kinross,Male,1111
54,50 - 54,Renfrewshire,Male,1362
54,50 - 54,Scottish Borders,Male,928
54,50 - 54,Shetland Islands,Male,161
54,50 - 54,South Ayrshire,Male,842
54,50 - 54,South Lanarkshire,Male,2368
54,50 - 54,Stirling,Male,635
54,50 - 54,West Dunbartonshire,Male,673
54,50 - 54,West Lothian,Male,1319
54,50 - 54,Aberdeen City,Female,1501
54,50 - 54,Aberdeenshire,Female,1963
54,50 - 54,Angus,Female,950
54,50 - 54,Argyll and Bute,Female,696
54,50 - 54,City of Edinburgh,Female,3108
54,50 - 54,Clackmannanshire,Female,409
54,50 - 54,Dumfries and Galloway,Female,1256
54,50 - 54,Dundee City,Female,1057
54,50 - 54,East Ayrshire,Female,931
54,50 - 54,East Dunbartonshire,Female,925
54,50 - 54,East Lothian,Female,809
54,50 - 54,East Renfrewshire,Female,765
54,50 - 54,Falkirk,Female,1251
54,50 - 54,Fife,Female,2825
54,50 - 54,Glasgow City,Female,4374
54,50 - 54,Highland,Female,1798
54,50 - 54,Inverclyde,Female,676
54,50 - 54,Midlothian,Female,686
54,50 - 54,Moray,Female,704
54,50 - 54,Na h-Eileanan Siar,Female,226
54,50 - 54,North Ayrshire,Female,1055
54,50 - 54,North Lanarkshire,Female,2636
54,50 - 54,Orkney Islands,Female,153
54,50 - 54,Perth and Kinross,Female,1154
54,50 - 54,Renfrewshire,Female,1460
54,50 - 54,Scottish Borders,Female,898
54,50 - 54,Shetland Islands,Female,166
54,50 - 54,South Ayrshire,Female,914
54,50 - 54,South Lanarkshire,Female,2559
54,50 - 54,Stirling,Female,700
54,50 - 54,West Dunbartonshire,Female,722
54,50 - 54,West Lothian,Female,1397
55,55 - 59,Aberdeen City,Male,1328
55,55 - 59,Aberdeenshire,Male,1932
55,55 - 59,Angus,Male,780
55,55 - 59,Argyll and Bute,Male,708
55,55 - 59,City of Edinburgh,Male,3101
55,55 - 59,Clackmannanshire,Male,405
55,55 - 59,Dumfries and Galloway,Male,1153
55,55 - 59,Dundee City,Male,939
55,55 - 59,East Ayrshire,Male,890
55,55 - 59,East Dunbartonshire,Male,802
55,55 - 59,East Lothian,Male,797
55,55 - 59,East Renfrewshire,Male,663
55,55 - 59,Falkirk,Male,1150
55,55 - 59,Fife,Male,2626
55,55 - 59,Glasgow City,Male,3774
55,55 - 59,Highland,Male,1796
55,55 - 59,Inverclyde,Male,673
55,55 - 59,Midlothian,Male,586
55,55 - 59,Moray,Male,681
55,55 - 59,Na h-Eileanan Siar,Male,200
55,55 - 59,North Ayrshire,Male,957
55,55 - 59,North Lanarkshire,Male,2409
55,55 - 59,Orkney Islands,Male,182
55,55 - 59,Perth and Kinross,Male,1112
55,55 - 59,Renfrewshire,Male,1349
55,55 - 59,Scottish Borders,Male,891
55,55 - 59,Shetland Islands,Male,185
55,55 - 59,South Ayrshire,Male,874
55,55 - 59,South Lanarkshire,Male,2435
55,55 - 59,Stirling,Male,632
55,55 - 59,West Dunbartonshire,Male,695
55,55 - 59,West Lothian,Male,1326
55,55 - 59,Aberdeen City,Female,1410
55,55 - 59,Aberdeenshire,Female,1914
55,55 - 59,Angus,Female,902
55,55 - 59,Argyll and Bute,Female,694
55,55 - 59,City of Edinburgh,Female,3112
55,55 - 59,Clackmannanshire,Female,394
55,55 - 59,Dumfries and Galloway,Female,1226
55,55 - 59,Dundee City,Female,1098
55,55 - 59,East Ayrshire,Female,945
55,55 - 59,East Dunbartonshire,Female,902
55,55 - 59,East Lothian,Female,829
55,55 - 59,East Renfrewshire,Female,698
55,55 - 59,Falkirk,Female,1148
55,55 - 59,Fife,Female,2661
55,55 - 59,Glasgow City,Female,4246
55,55 - 59,Highland,Female,1892
55,55 - 59,Inverclyde,Female,661
55,55 - 59,Midlothian,Female,673
55,55 - 59,Moray,Female,687
55,55 - 59,Na h-Eileanan Siar,Female,201
55,55 - 59,North Ayrshire,Female,1032
55,55 - 59,North Lanarkshire,Female,2504
55,55 - 59,Orkney Islands,Female,166
55,55 - 59,Perth and Kinross,Female,1141
55,55 - 59,Renfrewshire,Female,1498
55,55 - 59,Scottish Borders,Female,907
55,55 - 59,Shetland Islands,Female,173
55,55 - 59,South Ayrshire,Female,939
55,55 - 59,South Lanarkshire,Female,2527
55,55 - 59,Stirling,Female,707
55,55 - 59,West Dunbartonshire,Female,735
55,55 - 59,West Lothian,Female,1317
56,55 - 59,Aberdeen City,Male,1378
56,55 - 59,Aberdeenshire,Male,1843
56,55 - 59,Angus,Male,864
56,55 - 59,Argyll and Bute,Male,666
56,55 - 59,City of Edinburgh,Male,2883
56,55 - 59,Clackmannanshire,Male,359
56,55 - 59,Dumfries and Galloway,Male,1106
56,55 - 59,Dundee City,Male,934
56,55 - 59,East Ayrshire,Male,841
56,55 - 59,East Dunbartonshire,Male,763
56,55 - 59,East Lothian,Male,734
56,55 - 59,East Renfrewshire,Male,642
56,55 - 59,Falkirk,Male,1105
56,55 - 59,Fife,Male,2710
56,55 - 59,Glasgow City,Male,3599
56,55 - 59,Highland,Male,1784
56,55 - 59,Inverclyde,Male,605
56,55 - 59,Midlothian,Male,622
56,55 - 59,Moray,Male,668
56,55 - 59,Na h-Eileanan Siar,Male,204
56,55 - 59,North Ayrshire,Male,980
56,55 - 59,North Lanarkshire,Male,2262
56,55 - 59,Orkney Islands,Male,186
56,55 - 59,Perth and Kinross,Male,1020
56,55 - 59,Renfrewshire,Male,1286
56,55 - 59,Scottish Borders,Male,885
56,55 - 59,Shetland Islands,Male,159
56,55 - 59,South Ayrshire,Male,795
56,55 - 59,South Lanarkshire,Male,2396
56,55 - 59,Stirling,Male,684
56,55 - 59,West Dunbartonshire,Male,640
56,55 - 59,West Lothian,Male,1259
56,55 - 59,Aberdeen City,Female,1413
56,55 - 59,Aberdeenshire,Female,1810
56,55 - 59,Angus,Female,919
56,55 - 59,Argyll and Bute,Female,704
56,55 - 59,City of Edinburgh,Female,3047
56,55 - 59,Clackmannanshire,Female,376
56,55 - 59,Dumfries and Galloway,Female,1161
56,55 - 59,Dundee City,Female,1008
56,55 - 59,East Ayrshire,Female,916
56,55 - 59,East Dunbartonshire,Female,849
56,55 - 59,East Lothian,Female,835
56,55 - 59,East Renfrewshire,Female,713
56,55 - 59,Falkirk,Female,1122
56,55 - 59,Fife,Female,2691
56,55 - 59,Glasgow City,Female,3941
56,55 - 59,Highland,Female,1741
56,55 - 59,Inverclyde,Female,681
56,55 - 59,Midlothian,Female,637
56,55 - 59,Moray,Female,665
56,55 - 59,Na h-Eileanan Siar,Female,203
56,55 - 59,North Ayrshire,Female,1031
56,55 - 59,North Lanarkshire,Female,2465
56,55 - 59,Orkney Islands,Female,162
56,55 - 59,Perth and Kinross,Female,1029
56,55 - 59,Renfrewshire,Female,1312
56,55 - 59,Scottish Borders,Female,916
56,55 - 59,Shetland Islands,Female,154
56,55 - 59,South Ayrshire,Female,876
56,55 - 59,South Lanarkshire,Female,2482
56,55 - 59,Stirling,Female,661
56,55 - 59,West Dunbartonshire,Female,692
56,55 - 59,West Lothian,Female,1215
57,55 - 59,Aberdeen City,Male,1392
57,55 - 59,Aberdeenshire,Male,1767
57,55 - 59,Angus,Male,822
57,55 - 59,Argyll and Bute,Male,610
57,55 - 59,City of Edinburgh,Male,2827
57,55 - 59,Clackmannanshire,Male,406
57,55 - 59,Dumfries and Galloway,Male,1121
57,55 - 59,Dundee City,Male,910
57,55 - 59,East Ayrshire,Male,905
57,55 - 59,East Dunbartonshire,Male,832
57,55 - 59,East Lothian,Male,748
57,55 - 59,East Renfrewshire,Male,682
57,55 - 59,Falkirk,Male,1079
57,55 - 59,Fife,Male,2525
57,55 - 59,Glasgow City,Male,3532
57,55 - 59,Highland,Male,1736
57,55 - 59,Inverclyde,Male,607
57,55 - 59,Midlothian,Male,587
57,55 - 59,Moray,Male,628
57,55 - 59,Na h-Eileanan Siar,Male,222
57,55 - 59,North Ayrshire,Male,999
57,55 - 59,North Lanarkshire,Male,2196
57,55 - 59,Orkney Islands,Male,170
57,55 - 59,Perth and Kinross,Male,1069
57,55 - 59,Renfrewshire,Male,1300
57,55 - 59,Scottish Borders,Male,879
57,55 - 59,Shetland Islands,Male,177
57,55 - 59,South Ayrshire,Male,829
57,55 - 59,South Lanarkshire,Male,2221
57,55 - 59,Stirling,Male,595
57,55 - 59,West Dunbartonshire,Male,638
57,55 - 59,West Lothian,Male,1206
57,55 - 59,Aberdeen City,Female,1389
57,55 - 59,Aberdeenshire,Female,1812
57,55 - 59,Angus,Female,863
57,55 - 59,Argyll and Bute,Female,685
57,55 - 59,City of Edinburgh,Female,2979
57,55 - 59,Clackmannanshire,Female,373
57,55 - 59,Dumfries and Galloway,Female,1178
57,55 - 59,Dundee City,Female,945
57,55 - 59,East Ayrshire,Female,878
57,55 - 59,East Dunbartonshire,Female,887
57,55 - 59,East Lothian,Female,792
57,55 - 59,East Renfrewshire,Female,685
57,55 - 59,Falkirk,Female,1128
57,55 - 59,Fife,Female,2722
57,55 - 59,Glasgow City,Female,3931
57,55 - 59,Highland,Female,1797
57,55 - 59,Inverclyde,Female,680
57,55 - 59,Midlothian,Female,632
57,55 - 59,Moray,Female,661
57,55 - 59,Na h-Eileanan Siar,Female,195
57,55 - 59,North Ayrshire,Female,1087
57,55 - 59,North Lanarkshire,Female,2382
57,55 - 59,Orkney Islands,Female,160
57,55 - 59,Perth and Kinross,Female,1133
57,55 - 59,Renfrewshire,Female,1315
57,55 - 59,Scottish Borders,Female,939
57,55 - 59,Shetland Islands,Female,137
57,55 - 59,South Ayrshire,Female,905
57,55 - 59,South Lanarkshire,Female,2528
57,55 - 59,Stirling,Female,611
57,55 - 59,West Dunbartonshire,Female,711
57,55 - 59,West Lothian,Female,1277
58,55 - 59,Aberdeen City,Male,1362
58,55 - 59,Aberdeenshire,Male,1871
58,55 - 59,Angus,Male,791
58,55 - 59,Argyll and Bute,Male,621
58,55 - 59,City of Edinburgh,Male,2757
58,55 - 59,Clackmannanshire,Male,305
58,55 - 59,Dumfries and Galloway,Male,1117
58,55 - 59,Dundee City,Male,929
58,55 - 59,East Ayrshire,Male,815
58,55 - 59,East Dunbartonshire,Male,752
58,55 - 59,East Lothian,Male,723
58,55 - 59,East Renfrewshire,Male,627
58,55 - 59,Falkirk,Male,1076
58,55 - 59,Fife,Male,2475
58,55 - 59,Glasgow City,Male,3366
58,55 - 59,Highland,Male,1658
58,55 - 59,Inverclyde,Male,537
58,55 - 59,Midlothian,Male,579
58,55 - 59,Moray,Male,665
58,55 - 59,Na h-Eileanan Siar,Male,196
58,55 - 59,North Ayrshire,Male,934
58,55 - 59,North Lanarkshire,Male,2146
58,55 - 59,Orkney Islands,Male,162
58,55 - 59,Perth and Kinross,Male,1078
58,55 - 59,Renfrewshire,Male,1241
58,55 - 59,Scottish Borders,Male,840
58,55 - 59,Shetland Islands,Male,162
58,55 - 59,South Ayrshire,Male,821
58,55 - 59,South Lanarkshire,Male,2210
58,55 - 59,Stirling,Male,610
58,55 - 59,West Dunbartonshire,Male,654
58,55 - 59,West Lothian,Male,1130
58,55 - 59,Aberdeen City,Female,1338
58,55 - 59,Aberdeenshire,Female,1781
58,55 - 59,Angus,Female,825
58,55 - 59,Argyll and Bute,Female,678
58,55 - 59,City of Edinburgh,Female,2891
58,55 - 59,Clackmannanshire,Female,368
58,55 - 59,Dumfries and Galloway,Female,1153
58,55 - 59,Dundee City,Female,958
58,55 - 59,East Ayrshire,Female,876
58,55 - 59,East Dunbartonshire,Female,831
58,55 - 59,East Lothian,Female,726
58,55 - 59,East Renfrewshire,Female,679
58,55 - 59,Falkirk,Female,1064
58,55 - 59,Fife,Female,2650
58,55 - 59,Glasgow City,Female,3769
58,55 - 59,Highland,Female,1808
58,55 - 59,Inverclyde,Female,574
58,55 - 59,Midlothian,Female,630
58,55 - 59,Moray,Female,654
58,55 - 59,Na h-Eileanan Siar,Female,183
58,55 - 59,North Ayrshire,Female,1069
58,55 - 59,North Lanarkshire,Female,2393
58,55 - 59,Orkney Islands,Female,143
58,55 - 59,Perth and Kinross,Female,1085
58,55 - 59,Renfrewshire,Female,1333
58,55 - 59,Scottish Borders,Female,899
58,55 - 59,Shetland Islands,Female,155
58,55 - 59,South Ayrshire,Female,924
58,55 - 59,South Lanarkshire,Female,2296
58,55 - 59,Stirling,Female,634
58,55 - 59,West Dunbartonshire,Female,714
58,55 - 59,West Lothian,Female,1182
59,55 - 59,Aberdeen City,Male,1337
59,55 - 59,Aberdeenshire,Male,1726
59,55 - 59,Angus,Male,775
59,55 - 59,Argyll and Bute,Male,641
59,55 - 59,City of Edinburgh,Male,2708
59,55 - 59,Clackmannanshire,Male,353
59,55 - 59,Dumfries and Galloway,Male,1055
59,55 - 59,Dundee City,Male,920
59,55 - 59,East Ayrshire,Male,832
59,55 - 59,East Dunbartonshire,Male,727
59,55 - 59,East Lothian,Male,742
59,55 - 59,East Renfrewshire,Male,619
59,55 - 59,Falkirk,Male,1011
59,55 - 59,Fife,Male,2443
59,55 - 59,Glasgow City,Male,3309
59,55 - 59,Highland,Male,1742
59,55 - 59,Inverclyde,Male,543
59,55 - 59,Midlothian,Male,568
59,55 - 59,Moray,Male,619
59,55 - 59,Na h-Eileanan Siar,Male,196
59,55 - 59,North Ayrshire,Male,920
59,55 - 59,North Lanarkshire,Male,2090
59,55 - 59,Orkney Islands,Male,176
59,55 - 59,Perth and Kinross,Male,1009
59,55 - 59,Renfrewshire,Male,1174
59,55 - 59,Scottish Borders,Male,846
59,55 - 59,Shetland Islands,Male,143
59,55 - 59,South Ayrshire,Male,781
59,55 - 59,South Lanarkshire,Male,2152
59,55 - 59,Stirling,Male,615
59,55 - 59,West Dunbartonshire,Male,581
59,55 - 59,West Lothian,Male,1064
59,55 - 59,Aberdeen City,Female,1290
59,55 - 59,Aberdeenshire,Female,1741
59,55 - 59,Angus,Female,839
59,55 - 59,Argyll and Bute,Female,682
59,55 - 59,City of Edinburgh,Female,2846
59,55 - 59,Clackmannanshire,Female,353
