Age,Gender,Pop_Count_Projection,SIM,Year,Pop_Count_Reference,index_col
65,Male,29,0,2032,39,Male65
66,Male,26,0,2032,31,Male66
67,Male,40,0,2032,29,Male67
68,Male,27,0,2032,43,Male68
69,Male,36,0,2032,48,Male69
70,Male,29,0,2032,42,Male70
71,Male,33,0,2032,20,Male71
72,Male,39,0,2032,29,Male72
73,Male,30,0,2032,21,Male73
74,Male,40,0,2032,17,Male74
75,Male,37,0,2032,19,Male75
76,Male,25,0,2032,23,Male76
77,Male,22,0,2032,20,Male77
78,Male,20,0,2032,15,Male78
79,Male,28,0,2032,19,Male79
80,Male,24,0,2032,14,Male80
81,Male,26,0,2032,16,Male81
82,Male,15,0,2032,8,Male82
83,Male,15,0,2032,11,Male83
84,Male,21,0,2032,7,Male84
85,Male,26,0,2032,8,Male85
86,Male,18,0,2032,6,Male86
87,Male,11,0,2032,3,Male87
88,Male,9,0,2032,13,Male88
89,Male,4,0,2032,4,Male89
90+,Male,7,0,2032,17,Male90+
0,Female,0,0,2033,21,Female0
1,Female,0,0,2033,25,Female1
2,Female,0,0,2033,14,Female2
3,Female,0,0,2033,29,Female3
4,Female,0,0,2033,19,Female4
5,Female,0,0,2033,18,Female5
6,Female,0,0,2033,25,Female6
7,Female,0,0,2033,29,Female7
8,Female,0,0,2033,16,Female8
9,Female,0,0,2033,29,Female9
10,Female,0,0,2033,30,Female10
11,Female,0,0,2033,20,Female11
12,Female,0,0,2033,25,Female12
13,Female,0,0,2033,27,Female13
14,Female,0,0,2033,17,Female14
15,Female,0,0,2033,35,Female15
16,Female,0,0,2033,12,Female16
17,Female,21,0,2033,20,Female17
18,Female,25,0,2033,20,Female18
19,Female,14,0,2033,16,Female19
20,Female,29,0,2033,20,Female20
21,Female,19,0,2033,14,Female21
22,Female,18,0,2033,16,Female22
23,Female,25,0,2033,20,Female23
24,Female,29,0,2033,17,Female24
25,Female,16,0,2033,18,Female25
26,Female,29,0,2033,14,Female26
27,Female,29,0,2033,31,Female27
28,Female,20,0,2033,26,Female28
29,Female,25,0,2033,15,Female29
30,Female,27,0,2033,20,Female30
31,Female,17,0,2033,16,Female31
32,Female,35,0,2033,19,Female32
33,Female,12,0,2033,22,Female33
34,Female,19,0,2033,22,Female34
35,Female,19,0,2033,31,Female35
36,Female,16,0,2033,27,Female36
37,Female,20,0,2033,33,Female37
38,Female,14,0,2033,21,Female38
39,Female,16,0,2033,29,Female39
40,Female,20,0,2033,32,Female40
41,Female,16,0,2033,25,Female41
42,Female,18,0,2033,28,Female42
43,Female,14,0,2033,37,Female43
44,Female,30,0,2033,20,Female44
45,Female,26,0,2033,27,Female45
46,Female,15,0,2033,32,Female46
47,Female,19,0,2033,32,Female47
48,Female,16,0,2033,56,Female48
49,Female,18,0,2033,37,Female49
50,Female,22,0,2033,54,Female50
51,Female,22,0,2033,36,Female51
52,Female,31,0,2033,29,Female52
53,Female,26,0,2033,39,Female53
54,Female,33,0,2033,35,Female54
55,Female,21,0,2033,28,Female55
56,Female,27,0,2033,42,Female56
57,Female,31,0,2033,49,Female57
58,Female,22,0,2033,31,Female58
59,Female,27,0,2033,38,Female59
60,Female,37,0,2033,31,Female60
61,Female,19,0,2033,36,Female61
62,Female,26,0,2033,29,Female62
63,Female,31,0,2033,44,Female63
64,Female,29,0,2033,43,Female64
65,Female,52,0,2033,40,Female65
66,Female,36,0,2033,42,Female66
67,Female,49,0,2033,36,Female67
68,Female,34,0,2033,30,Female68
69,Female,29,0,2033,38,Female69
70,Female,32,0,2033,35,Female70
71,Female,27,0,2033,23,Female71
72,Female,23,0,2033,32,Female72
73,Female,35,0,2033,30,Female73
74,Female,43,0,2033,13,Female74
75,Female,22,0,2033,29,Female75
76,Female,27,0,2033,22,Female76
77,Female,23,0,2033,23,Female77
78,Female,24,0,2033,27,Female78
79,Female,25,0,2033,20,Female79
80,Female,33,0,2033,14,Female80
81,Female,31,0,2033,14,Female81
82,Female,28,0,2033,14,Female82
83,Female,20,0,2033,23,Female83
84,Female,22,0,2033,15,Female84
85,Female,15,0,2033,13,Female85
86,Female,16,0,2033,11,Female86
87,Female,13,0,2033,9,Female87
88,Female,9,0,2033,14,Female88
89,Female,8,0,2033,3,Female89
90+,Female,14,0,2033,39,Female90+
0,Male,0,0,2033,24,Male0
1,Male,0,0,2033,13,Male1
2,Male,0,0,2033,22,Male2
3,Male,0,0,2033,16,Male3
4,Male,0,0,2033,19,Male4
5,Male,0,0,2033,25,Male5
6,Male,0,0,2033,37,Male6
7,Male,0,0,2033,23,Male7
8,Male,0,0,2033,26,Male8
9,Male,0,0,2033,30,Male9
10,Male,0,0,2033,34,Male10
11,Male,0,0,2033,27,Male11
12,Male,0,0,2033,30,Male12
13,Male,0,0,2033,24,Male13
14,Male,0,0,2033,19,Male14
15,Male,0,0,2033,23,Male15
16,Male,0,0,2033,18,Male16
17,Male,24,0,2033,33,Male17
18,Male,13,0,2033,27,Male18
19,Male,22,0,2033,17,Male19
20,Male,16,0,2033,24,Male20
21,Male,18,0,2033,29,Male21
22,Male,25,0,2033,22,Male22
23,Male,37,0,2033,12,Male23
24,Male,23,0,2033,20,Male24
25,Male,26,0,2033,12,Male25
26,Male,29,0,2033,23,Male26
27,Male,34,0,2033,25,Male27
28,Male,27,0,2033,28,Male28
29,Male,30,0,2033,24,Male29
30,Male,24,0,2033,18,Male30
31,Male,18,0,2033,14,Male31
32,Male,23,0,2033,21,Male32
33,Male,17,0,2033,19,Male33
34,Male,31,0,2033,14,Male34
35,Male,26,0,2033,18,Male35
36,Male,16,0,2033,18,Male36
37,Male,24,0,2033,23,Male37
38,Male,28,0,2033,16,Male38
39,Male,22,0,2033,24,Male39
40,Male,12,0,2033,23,Male40
41,Male,20,0,2033,25,Male41
42,Male,12,0,2033,22,Male42
43,Male,23,0,2033,32,Male43
44,Male,25,0,2033,31,Male44
45,Male,25,0,2033,36,Male45
46,Male,23,0,2033,32,Male46
47,Male,18,0,2033,31,Male47
48,Male,14,0,2033,45,Male48
49,Male,21,0,2033,32,Male49
50,Male,18,0,2033,32,Male50
51,Male,13,0,2033,41,Male51
52,Male,18,0,2033,27,Male52
53,Male,17,0,2033,42,Male53
54,Male,21,0,2033,35,Male54
55,Male,15,0,2033,38,Male55
56,Male,24,0,2033,51,Male56
57,Male,23,0,2033,40,Male57
58,Male,22,0,2033,49,Male58
59,Male,21,0,2033,49,Male59
60,Male,29,0,2033,29,Male60
61,Male,30,0,2033,39,Male61
62,Male,34,0,2033,30,Male62
63,Male,29,0,2033,40,Male63
64,Male,29,0,2033,38,Male64
65,Male,40,0,2033,39,Male65
66,Male,29,0,2033,31,Male66
67,Male,26,0,2033,29,Male67
68,Male,40,0,2033,43,Male68
69,Male,27,0,2033,48,Male69
70,Male,36,0,2033,42,Male70
71,Male,28,0,2033,20,Male71
72,Male,33,0,2033,29,Male72
73,Male,38,0,2033,21,Male73
74,Male,29,0,2033,17,Male74
75,Male,40,0,2033,19,Male75
76,Male,36,0,2033,23,Male76
77,Male,25,0,2033,20,Male77
78,Male,20,0,2033,15,Male78
79,Male,18,0,2033,19,Male79
80,Male,26,0,2033,14,Male80
81,Male,24,0,2033,16,Male81
82,Male,24,0,2033,8,Male82
83,Male,14,0,2033,11,Male83
84,Male,14,0,2033,7,Male84
85,Male,19,0,2033,8,Male85
86,Male,24,0,2033,6,Male86
87,Male,15,0,2033,3,Male87
88,Male,10,0,2033,13,Male88
89,Male,9,0,2033,4,Male89
90+,Male,10,0,2033,17,Male90+
0,Female,0,0,2034,21,Female0
1,Female,0,0,2034,25,Female1
2,Female,0,0,2034,14,Female2
3,Female,0,0,2034,29,Female3
4,Female,0,0,2034,19,Female4
5,Female,0,0,2034,18,Female5
6,Female,0,0,2034,25,Female6
7,Female,0,0,2034,29,Female7
8,Female,0,0,2034,16,Female8
9,Female,0,0,2034,29,Female9
10,Female,0,0,2034,30,Female10
11,Female,0,0,2034,20,Female11
12,Female,0,0,2034,25,Female12
13,Female,0,0,2034,27,Female13
14,Female,0,0,2034,17,Female14
15,Female,0,0,2034,35,Female15
16,Female,0,0,2034,12,Female16
17,Female,0,0,2034,20,Female17
18,Female,21,0,2034,20,Female18
19,Female,25,0,2034,16,Female19
20,Female,14,0,2034,20,Female20
21,Female,29,0,2034,14,Female21
22,Female,19,0,2034,16,Female22
23,Female,18,0,2034,20,Female23
24,Female,25,0,2034,17,Female24
25,Female,29,0,2034,18,Female25
26,Female,16,0,2034,14,Female26
27,Female,29,0,2034,31,Female27
28,Female,29,0,2034,26,Female28
29,Female,20,0,2034,15,Female29
30,Female,25,0,2034,20,Female30
31,Female,27,0,2034,16,Female31
32,Female,17,0,2034,19,Female32
33,Female,35,0,2034,22,Female33
34,Female,12,0,2034,22,Female34
35,Female,19,0,2034,31,Female35
36,Female,19,0,2034,27,Female36
37,Female,16,0,2034,33,Female37
38,Female,20,0,2034,21,Female38
39,Female,14,0,2034,29,Female39
40,Female,16,0,2034,32,Female40
41,Female,20,0,2034,25,Female41
42,Female,16,0,2034,28,Female42
43,Female,18,0,2034,37,Female43
44,Female,14,0,2034,20,Female44
45,Female,30,0,2034,27,Female45
46,Female,26,0,2034,32,Female46
47,Female,15,0,2034,32,Female47
48,Female,19,0,2034,56,Female48
49,Female,16,0,2034,37,Female49
50,Female,17,0,2034,54,Female50
51,Female,22,0,2034,36,Female51
52,Female,21,0,2034,29,Female52
53,Female,31,0,2034,39,Female53
54,Female,26,0,2034,35,Female54
55,Female,33,0,2034,28,Female55
56,Female,21,0,2034,42,Female56
57,Female,27,0,2034,49,Female57
58,Female,31,0,2034,31,Female58
59,Female,22,0,2034,38,Female59
60,Female,27,0,2034,31,Female60
61,Female,37,0,2034,36,Female61
62,Female,19,0,2034,29,Female62
63,Female,26,0,2034,44,Female63
64,Female,31,0,2034,43,Female64
65,Female,29,0,2034,40,Female65
66,Female,52,0,2034,42,Female66
67,Female,36,0,2034,36,Female67
68,Female,48,0,2034,30,Female68
69,Female,33,0,2034,38,Female69
70,Female,29,0,2034,35,Female70
71,Female,32,0,2034,23,Female71
72,Female,27,0,2034,32,Female72
73,Female,23,0,2034,30,Female73
74,Female,34,0,2034,13,Female74
75,Female,41,0,2034,29,Female75
76,Female,22,0,2034,22,Female76
77,Female,27,0,2034,23,Female77
78,Female,22,0,2034,27,Female78
79,Female,24,0,2034,20,Female79
80,Female,25,0,2034,14,Female80
81,Female,31,0,2034,14,Female81
82,Female,31,0,2034,14,Female82
83,Female,26,0,2034,23,Female83
84,Female,18,0,2034,15,Female84
85,Female,20,0,2034,13,Female85
86,Female,15,0,2034,11,Female86
87,Female,14,0,2034,9,Female87
88,Female,11,0,2034,14,Female88
89,Female,8,0,2034,3,Female89
90+,Female,10,0,2034,39,Female90+
0,Male,0,0,2034,24,Male0
1,Male,0,0,2034,13,Male1
2,Male,0,0,2034,22,Male2
3,Male,0,0,2034,16,Male3
4,Male,0,0,2034,19,Male4
5,Male,0,0,2034,25,Male5
6,Male,0,0,2034,37,Male6
7,Male,0,0,2034,23,Male7
8,Male,0,0,2034,26,Male8
9,Male,0,0,2034,30,Male9
10,Male,0,0,2034,34,Male10
11,Male,0,0,2034,27,Male11
12,Male,0,0,2034,30,Male12
13,Male,0,0,2034,24,Male13
14,Male,0,0,2034,19,Male14
15,Male,0,0,2034,23,Male15
16,Male,0,0,2034,18,Male16
17,Male,0,0,2034,33,Male17
18,Male,24,0,2034,27,Male18
19,Male,13,0,2034,17,Male19
20,Male,22,0,2034,24,Male20
21,Male,16,0,2034,29,Male21
22,Male,18,0,2034,22,Male22
23,Male,25,0,2034,12,Male23
24,Male,37,0,2034,20,Male24
25,Male,23,0,2034,12,Male25
26,Male,26,0,2034,23,Male26
27,Male,29,0,2034,25,Male27
28,Male,34,0,2034,28,Male28
29,Male,27,0,2034,24,Male29
30,Male,30,0,2034,18,Male30
31,Male,24,0,2034,14,Male31
32,Male,18,0,2034,21,Male32
33,Male,23,0,2034,19,Male33
34,Male,17,0,2034,14,Male34
35,Male,31,0,2034,18,Male35
36,Male,26,0,2034,18,Male36
37,Male,16,0,2034,23,Male37
38,Male,24,0,2034,16,Male38
39,Male,28,0,2034,24,Male39
40,Male,22,0,2034,23,Male40
41,Male,12,0,2034,25,Male41
42,Male,20,0,2034,22,Male42
43,Male,12,0,2034,32,Male43
44,Male,23,0,2034,31,Male44
45,Male,25,0,2034,36,Male45
46,Male,25,0,2034,32,Male46
47,Male,23,0,2034,31,Male47
48,Male,18,0,2034,45,Male48
49,Male,14,0,2034,32,Male49
50,Male,21,0,2034,32,Male50
51,Male,18,0,2034,41,Male51
52,Male,13,0,2034,27,Male52
53,Male,18,0,2034,42,Male53
54,Male,17,0,2034,35,Male54
55,Male,21,0,2034,38,Male55
56,Male,15,0,2034,51,Male56
57,Male,24,0,2034,40,Male57
58,Male,23,0,2034,49,Male58
59,Male,22,0,2034,49,Male59
60,Male,21,0,2034,29,Male60
61,Male,29,0,2034,39,Male61
62,Male,30,0,2034,30,Male62
63,Male,33,0,2034,40,Male63
64,Male,29,0,2034,38,Male64
65,Male,28,0,2034,39,Male65
66,Male,40,0,2034,31,Male66
67,Male,29,0,2034,29,Male67
68,Male,25,0,2034,43,Male68
69,Male,40,0,2034,48,Male69
70,Male,27,0,2034,42,Male70
71,Male,35,0,2034,20,Male71
72,Male,28,0,2034,29,Male72
73,Male,33,0,2034,21,Male73
74,Male,36,0,2034,17,Male74
75,Male,28,0,2034,19,Male75
76,Male,38,0,2034,23,Male76
77,Male,32,0,2034,20,Male77
78,Male,24,0,2034,15,Male78
79,Male,19,0,2034,19,Male79
80,Male,17,0,2034,14,Male80
81,Male,24,0,2034,16,Male81
82,Male,23,0,2034,8,Male82
83,Male,24,0,2034,11,Male83
84,Male,14,0,2034,7,Male84
85,Male,12,0,2034,8,Male85
86,Male,18,0,2034,6,Male86
87,Male,21,0,2034,3,Male87
88,Male,14,0,2034,13,Male88
89,Male,9,0,2034,4,Male89
90+,Male,10,0,2034,17,Male90+
0,Female,0,0,2035,21,Female0
1,Female,0,0,2035,25,Female1
2,Female,0,0,2035,14,Female2
3,Female,0,0,2035,29,Female3
4,Female,0,0,2035,19,Female4
5,Female,0,0,2035,18,Female5
6,Female,0,0,2035,25,Female6
7,Female,0,0,2035,29,Female7
8,Female,0,0,2035,16,Female8
9,Female,0,0,2035,29,Female9
10,Female,0,0,2035,30,Female10
11,Female,0,0,2035,20,Female11
12,Female,0,0,2035,25,Female12
13,Female,0,0,2035,27,Female13
14,Female,0,0,2035,17,Female14
15,Female,0,0,2035,35,Female15
16,Female,0,0,2035,12,Female16
17,Female,0,0,2035,20,Female17
18,Female,0,0,2035,20,Female18
19,Female,21,0,2035,16,Female19
20,Female,25,0,2035,20,Female20
21,Female,14,0,2035,14,Female21
22,Female,29,0,2035,16,Female22
23,Female,19,0,2035,20,Female23
24,Female,18,0,2035,17,Female24
25,Female,25,0,2035,18,Female25
26,Female,29,0,2035,14,Female26
27,Female,16,0,2035,31,Female27
28,Female,29,0,2035,26,Female28
29,Female,29,0,2035,15,Female29
30,Female,20,0,2035,20,Female30
31,Female,25,0,2035,16,Female31
32,Female,27,0,2035,19,Female32
33,Female,17,0,2035,22,Female33
34,Female,35,0,2035,22,Female34
35,Female,12,0,2035,31,Female35
36,Female,19,0,2035,27,Female36
37,Female,19,0,2035,33,Female37
38,Female,16,0,2035,21,Female38
39,Female,20,0,2035,29,Female39
40,Female,14,0,2035,32,Female40
41,Female,16,0,2035,25,Female41
42,Female,20,0,2035,28,Female42
43,Female,16,0,2035,37,Female43
44,Female,18,0,2035,20,Female44
45,Female,14,0,2035,27,Female45
46,Female,30,0,2035,32,Female46
47,Female,26,0,2035,32,Female47
48,Female,15,0,2035,56,Female48
49,Female,19,0,2035,37,Female49
50,Female,16,0,2035,54,Female50
51,Female,17,0,2035,36,Female51
52,Female,21,0,2035,29,Female52
53,Female,21,0,2035,39,Female53
54,Female,31,0,2035,35,Female54
55,Female,26,0,2035,28,Female55
56,Female,33,0,2035,42,Female56
57,Female,21,0,2035,49,Female57
58,Female,26,0,2035,31,Female58
59,Female,31,0,2035,38,Female59
60,Female,22,0,2035,31,Female60
61,Female,27,0,2035,36,Female61
62,Female,37,0,2035,29,Female62
63,Female,19,0,2035,44,Female63
64,Female,26,0,2035,43,Female64
65,Female,31,0,2035,40,Female65
66,Female,29,0,2035,42,Female66
67,Female,51,0,2035,36,Female67
68,Female,36,0,2035,30,Female68
69,Female,47,0,2035,38,Female69
70,Female,33,0,2035,35,Female70
71,Female,28,0,2035,23,Female71
72,Female,31,0,2035,32,Female72
73,Female,26,0,2035,30,Female73
74,Female,23,0,2035,13,Female74
75,Female,34,0,2035,29,Female75
76,Female,41,0,2035,22,Female76
77,Female,22,0,2035,23,Female77
78,Female,26,0,2035,27,Female78
79,Female,22,0,2035,20,Female79
80,Female,23,0,2035,14,Female80
81,Female,25,0,2035,14,Female81
82,Female,29,0,2035,14,Female82
83,Female,31,0,2035,23,Female83
84,Female,21,0,2035,15,Female84
85,Female,16,0,2035,13,Female85
86,Female,18,0,2035,11,Female86
87,Female,14,0,2035,9,Female87
88,Female,13,0,2035,14,Female88
89,Female,11,0,2035,3,Female89
90+,Female,13,0,2035,39,Female90+
0,Male,0,0,2035,24,Male0
1,Male,0,0,2035,13,Male1
2,Male,0,0,2035,22,Male2
3,Male,0,0,2035,16,Male3
4,Male,0,0,2035,19,Male4
5,Male,0,0,2035,25,Male5
6,Male,0,0,2035,37,Male6
7,Male,0,0,2035,23,Male7
8,Male,0,0,2035,26,Male8
9,Male,0,0,2035,30,Male9
10,Male,0,0,2035,34,Male10
11,Male,0,0,2035,27,Male11
12,Male,0,0,2035,30,Male12
13,Male,0,0,2035,24,Male13
14,Male,0,0,2035,19,Male14
15,Male,0,0,2035,23,Male15
16,Male,0,0,2035,18,Male16
17,Male,0,0,2035,33,Male17
18,Male,0,0,2035,27,Male18
19,Male,24,0,2035,17,Male19
20,Male,13,0,2035,24,Male20
21,Male,22,0,2035,29,Male21
22,Male,16,0,2035,22,Male22
23,Male,18,0,2035,12,Male23
24,Male,25,0,2035,20,Male24
25,Male,37,0,2035,12,Male25
26,Male,23,0,2035,23,Male26
27,Male,26,0,2035,25,Male27
28,Male,29,0,2035,28,Male28
29,Male,34,0,2035,24,Male29
30,Male,27,0,2035,18,Male30
31,Male,30,0,2035,14,Male31
32,Male,24,0,2035,21,Male32
33,Male,18,0,2035,19,Male33
34,Male,23,0,2035,14,Male34
35,Male,17,0,2035,18,Male35
36,Male,31,0,2035,18,Male36
37,Male,26,0,2035,23,Male37
38,Male,16,0,2035,16,Male38
39,Male,24,0,2035,24,Male39
40,Male,28,0,2035,23,Male40
41,Male,22,0,2035,25,Male41
42,Male,12,0,2035,22,Male42
43,Male,20,0,2035,32,Male43
44,Male,12,0,2035,31,Male44
45,Male,23,0,2035,36,Male45
46,Male,25,0,2035,32,Male46
47,Male,25,0,2035,31,Male47
48,Male,23,0,2035,45,Male48
49,Male,18,0,2035,32,Male49
50,Male,14,0,2035,32,Male50
51,Male,21,0,2035,41,Male51
52,Male,18,0,2035,27,Male52
53,Male,12,0,2035,42,Male53
54,Male,18,0,2035,35,Male54
55,Male,17,0,2035,38,Male55
56,Male,20,0,2035,51,Male56
57,Male,15,0,2035,40,Male57
58,Male,24,0,2035,49,Male58
59,Male,23,0,2035,49,Male59
60,Male,22,0,2035,29,Male60
61,Male,21,0,2035,39,Male61
62,Male,28,0,2035,30,Male62
63,Male,30,0,2035,40,Male63
64,Male,33,0,2035,38,Male64
65,Male,29,0,2035,39,Male65
66,Male,28,0,2035,31,Male66
67,Male,40,0,2035,29,Male67
68,Male,27,0,2035,43,Male68
69,Male,25,0,2035,48,Male69
70,Male,40,0,2035,42,Male70
71,Male,26,0,2035,20,Male71
72,Male,33,0,2035,29,Male72
73,Male,27,0,2035,21,Male73
74,Male,33,0,2035,17,Male74
75,Male,36,0,2035,19,Male75
76,Male,28,0,2035,23,Male76
77,Male,35,0,2035,20,Male77
78,Male,31,0,2035,15,Male78
79,Male,22,0,2035,19,Male79
80,Male,17,0,2035,14,Male80
81,Male,16,0,2035,16,Male81
82,Male,22,0,2035,8,Male82
83,Male,21,0,2035,11,Male83
84,Male,21,0,2035,7,Male84
85,Male,14,0,2035,8,Male85
86,Male,12,0,2035,6,Male86
87,Male,18,0,2035,3,Male87
88,Male,21,0,2035,13,Male88
89,Male,14,0,2035,4,Male89
90+,Male,12,0,2035,17,Male90+
0,Female,0,0,2036,21,Female0
1,Female,0,0,2036,25,Female1
2,Female,0,0,2036,14,Female2
3,Female,0,0,2036,29,Female3
4,Female,0,0,2036,19,Female4
5,Female,0,0,2036,18,Female5
6,Female,0,0,2036,25,Female6
7,Female,0,0,2036,29,Female7
8,Female,0,0,2036,16,Female8
9,Female,0,0,2036,29,Female9
10,Female,0,0,2036,30,Female10
11,Female,0,0,2036,20,Female11
12,Female,0,0,2036,25,Female12
13,Female,0,0,2036,27,Female13
14,Female,0,0,2036,17,Female14
15,Female,0,0,2036,35,Female15
16,Female,0,0,2036,12,Female16
17,Female,0,0,2036,20,Female17
18,Female,0,0,2036,20,Female18
19,Female,0,0,2036,16,Female19
20,Female,21,0,2036,20,Female20
21,Female,25,0,2036,14,Female21
22,Female,14,0,2036,16,Female22
23,Female,29,0,2036,20,Female23
24,Female,19,0,2036,17,Female24
25,Female,18,0,2036,18,Female25
26,Female,25,0,2036,14,Female26
27,Female,29,0,2036,31,Female27
28,Female,16,0,2036,26,Female28
29,Female,29,0,2036,15,Female29
30,Female,29,0,2036,20,Female30
31,Female,20,0,2036,16,Female31
32,Female,25,0,2036,19,Female32
33,Female,27,0,2036,22,Female33
34,Female,17,0,2036,22,Female34
35,Female,35,0,2036,31,Female35
36,Female,12,0,2036,27,Female36
37,Female,19,0,2036,33,Female37
38,Female,19,0,2036,21,Female38
39,Female,16,0,2036,29,Female39
40,Female,20,0,2036,32,Female40
41,Female,14,0,2036,25,Female41
42,Female,16,0,2036,28,Female42
43,Female,20,0,2036,37,Female43
44,Female,16,0,2036,20,Female44
45,Female,18,0,2036,27,Female45
46,Female,14,0,2036,32,Female46
47,Female,30,0,2036,32,Female47
48,Female,26,0,2036,56,Female48
49,Female,15,0,2036,37,Female49
50,Female,19,0,2036,54,Female50
51,Female,16,0,2036,36,Female51
52,Female,17,0,2036,29,Female52
53,Female,21,0,2036,39,Female53
54,Female,21,0,2036,35,Female54
55,Female,31,0,2036,28,Female55
56,Female,26,0,2036,42,Female56
57,Female,33,0,2036,49,Female57
58,Female,21,0,2036,31,Female58
59,Female,26,0,2036,38,Female59
60,Female,31,0,2036,31,Female60
61,Female,22,0,2036,36,Female61
62,Female,27,0,2036,29,Female62
63,Female,35,0,2036,44,Female63
64,Female,19,0,2036,43,Female64
65,Female,26,0,2036,40,Female65
66,Female,31,0,2036,42,Female66
67,Female,28,0,2036,36,Female67
68,Female,51,0,2036,30,Female68
69,Female,36,0,2036,38,Female69
70,Female,46,0,2036,35,Female70
71,Female,33,0,2036,23,Female71
72,Female,28,0,2036,32,Female72
73,Female,31,0,2036,30,Female73
74,Female,26,0,2036,13,Female74
75,Female,23,0,2036,29,Female75
76,Female,34,0,2036,22,Female76
77,Female,41,0,2036,23,Female77
78,Female,22,0,2036,27,Female78
79,Female,26,0,2036,20,Female79
80,Female,22,0,2036,14,Female80
81,Female,22,0,2036,14,Female81
82,Female,25,0,2036,14,Female82
83,Female,27,0,2036,23,Female83
84,Female,30,0,2036,15,Female84
85,Female,19,0,2036,13,Female85
86,Female,16,0,2036,11,Female86
87,Female,18,0,2036,9,Female87
88,Female,11,0,2036,14,Female88
89,Female,12,0,2036,3,Female89
90+,Female,15,0,2036,39,Female90+
0,Male,0,0,2036,24,Male0
1,Male,0,0,2036,13,Male1
2,Male,0,0,2036,22,Male2
3,Male,0,0,2036,16,Male3
4,Male,0,0,2036,19,Male4
5,Male,0,0,2036,25,Male5
6,Male,0,0,2036,37,Male6
7,Male,0,0,2036,23,Male7
8,Male,0,0,2036,26,Male8
9,Male,0,0,2036,30,Male9
10,Male,0,0,2036,34,Male10
11,Male,0,0,2036,27,Male11
12,Male,0,0,2036,30,Male12
13,Male,0,0,2036,24,Male13
14,Male,0,0,2036,19,Male14
15,Male,0,0,2036,23,Male15
16,Male,0,0,2036,18,Male16
17,Male,0,0,2036,33,Male17
18,Male,0,0,2036,27,Male18
19,Male,0,0,2036,17,Male19
20,Male,24,0,2036,24,Male20
21,Male,13,0,2036,29,Male21
22,Male,22,0,2036,22,Male22
23,Male,16,0,2036,12,Male23
24,Male,18,0,2036,20,Male24
25,Male,25,0,2036,12,Male25
26,Male,37,0,2036,23,Male26
27,Male,23,0,2036,25,Male27
28,Male,26,0,2036,28,Male28
29,Male,29,0,2036,24,Male29
30,Male,34,0,2036,18,Male30
31,Male,27,0,2036,14,Male31
32,Male,30,0,2036,21,Male32
33,Male,24,0,2036,19,Male33
34,Male,18,0,2036,14,Male34
35,Male,23,0,2036,18,Male35
36,Male,17,0,2036,18,Male36
37,Male,31,0,2036,23,Male37
38,Male,26,0,2036,16,Male38
39,Male,16,0,2036,24,Male39
40,Male,24,0,2036,23,Male40
41,Male,28,0,2036,25,Male41
42,Male,22,0,2036,22,Male42
43,Male,12,0,2036,32,Male43
44,Male,20,0,2036,31,Male44
45,Male,12,0,2036,36,Male45
46,Male,23,0,2036,32,Male46
47,Male,25,0,2036,31,Male47
48,Male,25,0,2036,45,Male48
49,Male,23,0,2036,32,Male49
50,Male,18,0,2036,32,Male50
51,Male,14,0,2036,41,Male51
52,Male,21,0,2036,27,Male52
53,Male,18,0,2036,42,Male53
54,Male,11,0,2036,35,Male54
55,Male,18,0,2036,38,Male55
56,Male,17,0,2036,51,Male56
57,Male,20,0,2036,40,Male57
58,Male,15,0,2036,49,Male58
59,Male,23,0,2036,49,Male59
60,Male,23,0,2036,29,Male60
61,Male,22,0,2036,39,Male61
62,Male,21,0,2036,30,Male62
63,Male,28,0,2036,40,Male63
64,Male,30,0,2036,38,Male64
65,Male,33,0,2036,39,Male65
66,Male,29,0,2036,31,Male66
67,Male,27,0,2036,29,Male67
68,Male,38,0,2036,43,Male68
69,Male,26,0,2036,48,Male69
70,Male,24,0,2036,42,Male70
71,Male,40,0,2036,20,Male71
72,Male,23,0,2036,29,Male72
73,Male,32,0,2036,21,Male73
74,Male,27,0,2036,17,Male74
75,Male,33,0,2036,19,Male75
76,Male,34,0,2036,23,Male76
77,Male,28,0,2036,20,Male77
78,Male,35,0,2036,15,Male78
79,Male,30,0,2036,19,Male79
80,Male,21,0,2036,14,Male80
81,Male,16,0,2036,16,Male81
82,Male,15,0,2036,8,Male82
83,Male,19,0,2036,11,Male83
84,Male,21,0,2036,7,Male84
85,Male,19,0,2036,8,Male85
86,Male,14,0,2036,6,Male86
87,Male,12,0,2036,3,Male87
88,Male,18,0,2036,13,Male88
89,Male,18,0,2036,4,Male89
90+,Male,14,0,2036,17,Male90+
