Age,Gender,uist_Population,SIM,Year,uist_Reference,index_col,scot_Reference,scot_Population
13,Female,0.0,0,2035,27,Female13,26167,26345
14,Female,0.0,0,2035,17,Female14,26038,26441
15,Female,0.0,0,2035,35,Female15,27243,26522
16,Female,0.0,0,2035,12,Female16,27563,26575
17,Female,0.0,0,2035,20,Female17,28702,26584
18,Female,0.0,0,2035,20,Female18,29789,25836
19,Female,21.0,0,2035,16,Female19,32749,26766
20,Female,25.0,0,2035,20,Female20,33871,27524
21,Female,14.0,0,2035,14,Female21,34923,27746
22,Female,29.0,0,2035,16,Female22,36314,28456
23,Female,19.0,0,2035,20,Female23,37631,28980
24,Female,18.0,0,2035,17,Female24,39540,30102
25,Female,25.0,0,2035,18,Female25,38982,28791
26,Female,28.0,0,2035,14,Female26,37498,29612
27,Female,14.0,0,2035,31,Female27,37318,29518
28,Female,29.0,0,2035,26,Female28,37556,28186
29,Female,30.0,0,2035,15,Female29,36621,27700
30,Female,20.0,0,2035,20,Female30,36099,27151
31,Female,25.0,0,2035,16,Female31,36312,26623
32,Female,27.0,0,2035,19,Female32,35089,26039
33,Female,16.0,0,2035,22,Female33,35723,25898
34,Female,34.0,0,2035,22,Female34,36385,27079
35,Female,12.0,0,2035,31,Female35,35753,27381
36,Female,20.0,0,2035,27,Female36,34995,28496
37,Female,19.0,0,2035,33,Female37,33471,29555
38,Female,16.0,0,2035,21,Female38,31663,32467
39,Female,20.0,0,2035,29,Female39,30603,33557
40,Female,14.0,0,2035,32,Female40,32622,34573
41,Female,16.0,0,2035,25,Female41,33160,35920
42,Female,20.0,0,2035,28,Female42,33272,37192
43,Female,17.0,0,2035,37,Female43,35532,39038
44,Female,17.0,0,2035,20,Female44,38123,38449
45,Female,14.0,0,2035,27,Female45,39905,36940
46,Female,31.0,0,2035,32,Female46,39222,36720
47,Female,25.0,0,2035,32,Female47,40801,36906
48,Female,15.0,0,2035,56,Female48,41543,35938
49,Female,20.0,0,2035,37,Female49,41358,35368
50,Female,16.0,0,2035,54,Female50,41391,35514
51,Female,19.0,0,2035,36,Female51,42646,34258
52,Female,20.0,0,2035,29,Female52,42441,34808
53,Female,21.0,0,2035,39,Female53,42060,35380
54,Female,30.0,0,2035,35,Female54,40724,34688
55,Female,27.0,0,2035,28,Female55,39939,33871
56,Female,31.0,0,2035,42,Female56,38427,32307
57,Female,21.0,0,2035,49,Female57,38397,30474
58,Female,29.0,0,2035,31,Female58,37263,29362
59,Female,30.0,0,2035,38,Female59,36058,31190
60,Female,23.0,0,2035,31,Female60,34941,31587
61,Female,26.0,0,2035,36,Female61,33606,31568
62,Female,36.0,0,2035,29,Female62,33002,33562
63,Female,19.0,0,2035,44,Female63,32395,35838
64,Female,25.0,0,2035,43,Female64,31202,37318
65,Female,28.0,0,2035,40,Female65,31507,36472
66,Female,30.0,0,2035,42,Female66,31414,37698
67,Female,48.0,0,2035,36,Female67,32127,38113
68,Female,33.0,0,2035,30,Female68,33103,37643
69,Female,47.0,0,2035,38,Female69,35906,37333
70,Female,29.0,0,2035,35,Female70,26974,38079
71,Female,27.0,0,2035,23,Female71,25687,37471
72,Female,37.0,0,2035,32,Female72,25970,36673
73,Female,28.0,0,2035,30,Female73,25265,35015
74,Female,24.0,0,2035,13,Female74,23254,33803
75,Female,35.0,0,2035,29,Female75,21636,31956
76,Female,39.0,0,2035,22,Female76,21833,31305
77,Female,18.0,0,2035,23,Female77,21118,29711
78,Female,25.0,0,2035,27,Female78,20348,28030
79,Female,24.0,0,2035,20,Female79,19396,26389
80,Female,21.0,0,2035,14,Female80,18453,24565
81,Female,21.0,0,2035,14,Female81,17214,23242
82,Female,38.0,0,2035,14,Female82,15965,21868
83,Female,22.0,0,2035,23,Female83,14544,20071
84,Female,25.0,0,2035,15,Female84,14041,19185
85,Female,23.0,0,2035,13,Female85,12678,17970
86,Female,17.0,0,2035,11,Female86,11277,17109
87,Female,15.0,0,2035,9,Female87,9897,16242
88,Female,24.0,0,2035,14,Female88,8421,16043
89,Female,14.0,0,2035,3,Female89,7418,10837
90+,Female,33.0,0,2035,39,Female90+,29050,44060
0,Male,0.0,0,2035,24,Male0,28697,23745
1,Male,0.0,0,2035,13,Male1,29017,23923
2,Male,0.0,0,2035,22,Male2,29377,24167
3,Male,0.0,0,2035,16,Male3,29728,24461
4,Male,0.0,0,2035,19,Male4,30708,24796
5,Male,0.0,0,2035,25,Male5,31533,25167
6,Male,0.0,0,2035,37,Male6,29946,25564
7,Male,0.0,0,2035,23,Male7,30653,25960
8,Male,0.0,0,2035,26,Male8,30586,26345
9,Male,0.0,0,2035,30,Male9,29574,26708
10,Male,0.0,0,2035,34,Male10,28838,27029
11,Male,0.0,0,2035,27,Male11,28885,27300
12,Male,0.0,0,2035,30,Male12,28344,27507
13,Male,0.0,0,2035,24,Male13,27231,27643
14,Male,0.0,0,2035,19,Male14,27083,27744
15,Male,0.0,0,2035,23,Male15,28196,27830
16,Male,0.0,0,2035,18,Male16,29300,27883
17,Male,0.0,0,2035,33,Male17,30279,27891
18,Male,0.0,0,2035,27,Male18,31162,27103
19,Male,24.0,0,2035,17,Male19,33677,28618
20,Male,13.0,0,2035,24,Male20,34653,28950
21,Male,21.0,0,2035,29,Male21,35175,29306
22,Male,16.0,0,2035,22,Male22,36261,29648
23,Male,19.0,0,2035,12,Male23,36791,30613
24,Male,25.0,0,2035,20,Male24,38808,31426
25,Male,37.0,0,2035,12,Male25,39073,29833
26,Male,23.0,0,2035,23,Male26,37445,30527
27,Male,25.0,0,2035,25,Male27,37102,30446
28,Male,30.0,0,2035,28,Male28,36957,29422
29,Male,34.0,0,2035,24,Male29,35572,28674
30,Male,27.0,0,2035,18,Male30,35467,28695
31,Male,30.0,0,2035,14,Male31,34774,28133
32,Male,24.0,0,2035,21,Male32,33786,27005
33,Male,18.0,0,2035,19,Male33,34032,26832
34,Male,23.0,0,2035,14,Male34,34246,27903
35,Male,17.0,0,2035,18,Male35,34347,28959
36,Male,33.0,0,2035,18,Male36,33701,29890
37,Male,26.0,0,2035,23,Male37,32926,30719
38,Male,17.0,0,2035,16,Male38,30125,33152
39,Male,22.0,0,2035,24,Male39,30169,34063
40,Male,28.0,0,2035,23,Male40,31504,34522
41,Male,22.0,0,2035,25,Male41,31398,35530
42,Male,12.0,0,2035,22,Male42,32214,35983
43,Male,19.0,0,2035,32,Male43,34054,37876
44,Male,12.0,0,2035,31,Male44,35759,38054
45,Male,22.0,0,2035,36,Male45,36884,36389
46,Male,25.0,0,2035,32,Male46,36481,35973
47,Male,28.0,0,2035,31,Male47,37985,35752
48,Male,21.0,0,2035,45,Male48,38668,34337
49,Male,18.0,0,2035,32,Male49,39404,34157
50,Male,14.0,0,2035,32,Male50,38795,33417
51,Male,21.0,0,2035,41,Male51,40421,32391
52,Male,19.0,0,2035,27,Male52,39547,32551
53,Male,14.0,0,2035,42,Male53,39588,32674
54,Male,16.0,0,2035,35,Male54,39078,32680
55,Male,16.0,0,2035,38,Male55,38031,31972
56,Male,21.0,0,2035,51,Male56,36862,31138
57,Male,15.0,0,2035,40,Male57,36217,28385
58,Male,24.0,0,2035,49,Male58,35210,28317
59,Male,22.0,0,2035,49,Male59,34417,29444
60,Male,25.0,0,2035,29,Male60,33311,29206
61,Male,21.0,0,2035,39,Male61,31726,29810
62,Male,29.0,0,2035,30,Male62,31363,31330
63,Male,29.0,0,2035,40,Male63,30581,32684
64,Male,31.0,0,2035,38,Male64,29425,33476
65,Male,31.0,0,2035,39,Male65,29569,32849
66,Male,29.0,0,2035,31,Male66,29668,33897
67,Male,39.0,0,2035,29,Male67,30193,34164
68,Male,27.0,0,2035,43,Male68,30916,34420
69,Male,30.0,0,2035,48,Male69,33121,33449
70,Male,37.0,0,2035,42,Male70,24797,34345
71,Male,21.0,0,2035,20,Male71,22863,33062
72,Male,35.0,0,2035,29,Male72,23308,32507
73,Male,28.0,0,2035,21,Male73,21528,31452
74,Male,32.0,0,2035,17,Male74,19373,29938
75,Male,39.0,0,2035,19,Male75,17496,28316
76,Male,29.0,0,2035,23,Male76,17603,27080
77,Male,41.0,0,2035,20,Male77,16869,25550
78,Male,39.0,0,2035,15,Male78,16115,24162
79,Male,18.0,0,2035,19,Male79,14432,22535
80,Male,26.0,0,2035,14,Male80,13546,20592
81,Male,20.0,0,2035,16,Male81,12469,19426
82,Male,23.0,0,2035,8,Male82,11120,17971
83,Male,25.0,0,2035,11,Male83,9975,16295
84,Male,24.0,0,2035,7,Male84,9091,15308
85,Male,16.0,0,2035,8,Male85,7894,14229
86,Male,14.0,0,2035,6,Male86,6573,13279
87,Male,20.0,0,2035,3,Male87,5635,12333
88,Male,14.0,0,2035,13,Male88,4454,11841
89,Male,13.0,0,2035,4,Male89,3731,7849
90+,Male,24.0,0,2035,17,Male90+,12017,27681
0,Female,0.0,0,2036,21,Female0,26819,22495
1,Female,0.0,0,2036,25,Female1,27567,22611
2,Female,0.0,0,2036,14,Female2,27788,22787
3,Female,0.0,0,2036,29,Female3,28504,23024
4,Female,0.0,0,2036,19,Female4,29033,23305
5,Female,0.0,0,2036,18,Female5,30162,23624
6,Female,0.0,0,2036,25,Female6,28855,23977
7,Female,0.0,0,2036,29,Female7,29683,24357
8,Female,0.0,0,2036,16,Female8,29598,24734
9,Female,0.0,0,2036,29,Female9,28272,25102
10,Female,0.0,0,2036,30,Female10,27796,25447
11,Female,0.0,0,2036,20,Female11,27257,25756
12,Female,0.0,0,2036,25,Female12,26739,26012
13,Female,0.0,0,2036,27,Female13,26167,26213
14,Female,0.0,0,2036,17,Female14,26038,26343
15,Female,0.0,0,2036,35,Female15,27243,26439
16,Female,0.0,0,2036,12,Female16,27563,26519
17,Female,0.0,0,2036,20,Female17,28702,26572
18,Female,0.0,0,2036,20,Female18,29789,26581
19,Female,0.0,0,2036,16,Female19,32749,25832
20,Female,21.0,0,2036,20,Female20,33871,26762
21,Female,25.0,0,2036,14,Female21,34923,27520
22,Female,14.0,0,2036,16,Female22,36314,27741
23,Female,29.0,0,2036,20,Female23,37631,28451
24,Female,19.0,0,2036,17,Female24,39540,28974
25,Female,18.0,0,2036,18,Female25,38982,30095
26,Female,25.0,0,2036,14,Female26,37498,28784
27,Female,28.0,0,2036,31,Female27,37318,29604
28,Female,14.0,0,2036,26,Female28,37556,29509
29,Female,29.0,0,2036,15,Female29,36621,28176
30,Female,30.0,0,2036,20,Female30,36099,27688
31,Female,20.0,0,2036,16,Female31,36312,27138
32,Female,25.0,0,2036,19,Female32,35089,26609
33,Female,27.0,0,2036,22,Female33,35723,26024
34,Female,16.0,0,2036,22,Female34,36385,25882
35,Female,34.0,0,2036,31,Female35,35753,27061
36,Female,12.0,0,2036,27,Female36,34995,27361
37,Female,20.0,0,2036,33,Female37,33471,28474
38,Female,19.0,0,2036,21,Female38,31663,29531
39,Female,16.0,0,2036,29,Female39,30603,32439
40,Female,19.0,0,2036,32,Female40,32622,33526
41,Female,14.0,0,2036,25,Female41,33160,34539
42,Female,16.0,0,2036,28,Female42,33272,35882
43,Female,20.0,0,2036,37,Female43,35532,37150
44,Female,17.0,0,2036,20,Female44,38123,38991
45,Female,17.0,0,2036,27,Female45,39905,38399
46,Female,14.0,0,2036,32,Female46,39222,36889
47,Female,31.0,0,2036,32,Female47,40801,36665
48,Female,25.0,0,2036,56,Female48,41543,36845
49,Female,15.0,0,2036,37,Female49,41358,35871
50,Female,20.0,0,2036,54,Female50,41391,35296
51,Female,16.0,0,2036,36,Female51,42646,35436
52,Female,19.0,0,2036,29,Female52,42441,34178
53,Female,20.0,0,2036,39,Female53,42060,34721
54,Female,21.0,0,2036,35,Female54,40724,35286
55,Female,30.0,0,2036,28,Female55,39939,34588
56,Female,27.0,0,2036,42,Female56,38427,33764
57,Female,31.0,0,2036,49,Female57,38397,32197
58,Female,21.0,0,2036,31,Female58,37263,30362
59,Female,29.0,0,2036,38,Female59,36058,29246
60,Female,30.0,0,2036,31,Female60,34941,31057
61,Female,23.0,0,2036,36,Female61,33606,31442
62,Female,26.0,0,2036,29,Female62,33002,31411
63,Female,36.0,0,2036,44,Female63,32395,33380
64,Female,19.0,0,2036,43,Female64,31202,35626
65,Female,24.0,0,2036,40,Female65,31507,37076
66,Female,27.0,0,2036,42,Female66,31414,36211
67,Female,30.0,0,2036,36,Female67,32127,37398
68,Female,48.0,0,2036,30,Female68,33103,37773
69,Female,33.0,0,2036,38,Female69,35906,37266
70,Female,47.0,0,2036,35,Female70,26974,36916
71,Female,29.0,0,2036,23,Female71,25687,37609
72,Female,27.0,0,2036,32,Female72,25970,36959
73,Female,36.0,0,2036,30,Female73,25265,36115
74,Female,28.0,0,2036,13,Female74,23254,34422
75,Female,24.0,0,2036,29,Female75,21636,33165
76,Female,34.0,0,2036,22,Female76,21833,31282
77,Female,37.0,0,2036,23,Female77,21118,30564
78,Female,18.0,0,2036,27,Female78,20348,28922
79,Female,25.0,0,2036,20,Female79,19396,27195
80,Female,24.0,0,2036,14,Female80,18453,25505
81,Female,19.0,0,2036,14,Female81,17214,23638
82,Female,20.0,0,2036,14,Female82,15965,22253
83,Female,36.0,0,2036,23,Female83,14544,20815
84,Female,19.0,0,2036,15,Female84,14041,18975
85,Female,24.0,0,2036,13,Female85,12678,17995
86,Female,22.0,0,2036,11,Female86,11277,16700
87,Female,15.0,0,2036,9,Female87,9897,15733
88,Female,15.0,0,2036,14,Female88,8421,14761
89,Female,22.0,0,2036,3,Female89,7418,14389
90+,Female,35.0,0,2036,39,Female90+,29050,45504
0,Male,0.0,0,2036,24,Male0,28697,23613
1,Male,0.0,0,2036,13,Male1,29017,23734
2,Male,0.0,0,2036,22,Male2,29377,23919
3,Male,0.0,0,2036,16,Male3,29728,24165
4,Male,0.0,0,2036,19,Male4,30708,24459
5,Male,0.0,0,2036,25,Male5,31533,24795
6,Male,0.0,0,2036,37,Male6,29946,25166
7,Male,0.0,0,2036,23,Male7,30653,25563
8,Male,0.0,0,2036,26,Male8,30586,25959
9,Male,0.0,0,2036,30,Male9,29574,26344
10,Male,0.0,0,2036,34,Male10,28838,26707
11,Male,0.0,0,2036,27,Male11,28885,27028
12,Male,0.0,0,2036,30,Male12,28344,27298
13,Male,0.0,0,2036,24,Male13,27231,27505
14,Male,0.0,0,2036,19,Male14,27083,27641
15,Male,0.0,0,2036,23,Male15,28196,27741
16,Male,0.0,0,2036,18,Male16,29300,27827
17,Male,0.0,0,2036,33,Male17,30279,27879
18,Male,0.0,0,2036,27,Male18,31162,27885
19,Male,0.0,0,2036,17,Male19,33677,27096
20,Male,24.0,0,2036,24,Male20,34653,28610
21,Male,13.0,0,2036,29,Male21,35175,28941
22,Male,21.0,0,2036,22,Male22,36261,29296
23,Male,16.0,0,2036,12,Male23,36791,29638
24,Male,19.0,0,2036,20,Male24,38808,30602
25,Male,25.0,0,2036,12,Male25,39073,31414
26,Male,37.0,0,2036,23,Male26,37445,29821
27,Male,23.0,0,2036,25,Male27,37102,30514
28,Male,25.0,0,2036,28,Male28,36957,30431
29,Male,30.0,0,2036,24,Male29,35572,29406
30,Male,34.0,0,2036,18,Male30,35467,28656
31,Male,27.0,0,2036,14,Male31,34774,28674
32,Male,30.0,0,2036,21,Male32,33786,28110
33,Male,24.0,0,2036,19,Male33,34032,26980
34,Male,18.0,0,2036,14,Male34,34246,26804
35,Male,23.0,0,2036,18,Male35,34347,27871
36,Male,17.0,0,2036,18,Male36,33701,28922
37,Male,33.0,0,2036,23,Male37,32926,29848
38,Male,26.0,0,2036,16,Male38,30125,30673
39,Male,17.0,0,2036,24,Male39,30169,33098
40,Male,22.0,0,2036,23,Male40,31504,34002
41,Male,28.0,0,2036,25,Male41,31398,34456
42,Male,22.0,0,2036,22,Male42,32214,35456
43,Male,12.0,0,2036,32,Male43,34054,35902
44,Male,19.0,0,2036,31,Male44,35759,37786
45,Male,12.0,0,2036,36,Male45,36884,37960
46,Male,22.0,0,2036,32,Male46,36481,36297
47,Male,25.0,0,2036,31,Male47,37985,35880
48,Male,28.0,0,2036,45,Male48,38668,35657
49,Male,21.0,0,2036,32,Male49,39404,34242
50,Male,18.0,0,2036,32,Male50,38795,34059
51,Male,14.0,0,2036,41,Male51,40421,33317
52,Male,21.0,0,2036,27,Male52,39547,32289
53,Male,19.0,0,2036,42,Male53,39588,32442
54,Male,14.0,0,2036,35,Male54,39078,32555
55,Male,16.0,0,2036,38,Male55,38031,32551
56,Male,16.0,0,2036,51,Male56,36862,31835
57,Male,21.0,0,2036,40,Male57,36217,30992
58,Male,15.0,0,2036,49,Male58,35210,28240
59,Male,24.0,0,2036,49,Male59,34417,28159
60,Male,22.0,0,2036,29,Male60,33311,29265
61,Male,25.0,0,2036,39,Male61,31726,29013
62,Male,21.0,0,2036,30,Male62,31363,29596
63,Male,29.0,0,2036,40,Male63,30581,31087
64,Male,29.0,0,2036,38,Male64,29425,32407
65,Male,31.0,0,2036,39,Male65,29569,33166
66,Male,31.0,0,2036,31,Male66,29668,32514
67,Male,27.0,0,2036,29,Male67,30193,33515
68,Male,38.0,0,2036,43,Male68,30916,33733
69,Male,27.0,0,2036,48,Male69,33121,33934
70,Male,29.0,0,2036,42,Male70,24797,32924
71,Male,37.0,0,2036,20,Male71,22863,33751
72,Male,20.0,0,2036,29,Male72,23308,32433
73,Male,33.0,0,2036,21,Male73,21528,31822
74,Male,26.0,0,2036,17,Male74,19373,30720
75,Male,31.0,0,2036,19,Male75,17496,29170
76,Male,39.0,0,2036,23,Male76,17603,27517
77,Male,28.0,0,2036,20,Male77,16869,26236
78,Male,40.0,0,2036,15,Male78,16115,24668
79,Male,37.0,0,2036,19,Male79,14432,23237
80,Male,17.0,0,2036,14,Male80,13546,21578
81,Male,26.0,0,2036,16,Male81,12469,19620
82,Male,20.0,0,2036,8,Male82,11120,18402
83,Male,23.0,0,2036,11,Male83,9975,16907
84,Male,24.0,0,2036,7,Male84,9091,15206
85,Male,22.0,0,2036,8,Male85,7894,14151
86,Male,13.0,0,2036,6,Male86,6573,13018
87,Male,13.0,0,2036,3,Male87,5635,12011
88,Male,18.0,0,2036,13,Male88,4454,11020
89,Male,14.0,0,2036,4,Male89,3731,10447
90+,Male,25.0,0,2036,17,Male90+,12017,29156
