Age,Gender,Reference,Year,Population
81,Male,12469,2026,15301
82,Male,11120,2026,14943
83,Male,9975,2026,13151
84,Male,9091,2026,11199
85,Male,7894,2026,9493
86,Male,6573,2026,8884
87,Male,5635,2026,7839
88,Male,4454,2026,6821
89,Male,3731,2026,5504
90+,Male,12017,2026,18342
0,Female,26819,2027,25126
1,Female,27567,2027,25460
2,Female,27788,2027,25766
3,Female,28504,2027,26021
4,Female,29033,2027,26222
5,Female,30162,2027,26353
6,Female,28855,2027,26451
7,Female,29683,2027,26533
8,Female,29598,2027,26588
9,Female,28272,2027,26599
10,Female,27796,2027,25853
11,Female,27257,2027,26787
12,Female,26739,2027,27549
13,Female,26167,2027,27773
14,Female,26038,2027,28489
15,Female,27243,2027,29015
16,Female,27563,2027,30141
17,Female,28702,2027,28833
18,Female,29789,2027,29657
19,Female,32749,2027,29567
20,Female,33871,2027,28238
21,Female,34923,2027,27757
22,Female,36314,2027,27214
23,Female,37631,2027,26693
24,Female,39540,2027,26117
25,Female,38982,2027,25985
26,Female,37498,2027,27180
27,Female,37318,2027,27494
28,Female,37556,2027,28625
29,Female,36621,2027,29701
30,Female,36099,2027,32642
31,Female,36312,2027,33751
32,Female,35089,2027,34786
33,Female,35723,2027,36156
34,Female,36385,2027,37453
35,Female,35753,2027,39331
36,Female,34995,2027,38759
37,Female,33471,2027,37259
38,Female,31663,2027,37059
39,Female,30603,2027,37274
40,Female,32622,2027,36325
41,Female,33160,2027,35783
42,Female,33272,2027,35969
43,Female,35532,2027,34734
44,Female,38123,2027,35334
45,Female,39905,2027,35959
46,Female,39222,2027,35305
47,Female,40801,2027,34522
48,Female,41543,2027,32982
49,Female,41358,2027,31161
50,Female,41391,2027,30075
51,Female,42646,2027,32008
52,Female,42441,2027,32483
53,Female,42060,2027,32535
54,Female,40724,2027,34678
55,Female,39939,2027,37130
56,Female,38427,2027,38777
57,Female,38397,2027,38022
58,Female,37263,2027,39445
59,Female,36058,2027,40050
60,Female,34941,2027,39751
61,Female,33606,2027,39652
62,Female,33002,2027,40710
63,Female,32395,2027,40357
64,Female,31202,2027,39824
65,Female,31507,2027,38380
66,Female,31414,2027,37441
67,Female,32127,2027,35812
68,Female,33103,2027,35542
69,Female,35906,2027,34232
70,Female,26974,2027,32837
71,Female,25687,2027,31505
72,Female,25970,2027,29967
73,Female,25265,2027,29057
74,Female,23254,2027,28112
75,Female,21636,2027,26643
76,Female,21833,2027,26418
77,Female,21118,2027,25808
78,Female,20348,2027,25796
79,Female,19396,2027,25905
80,Female,18453,2027,27294
81,Female,17214,2027,19846
82,Female,15965,2027,18220
83,Female,14544,2027,17671
84,Female,14041,2027,16396
85,Female,12678,2027,14289
86,Female,11277,2027,12486
87,Female,9897,2027,11718
88,Female,8421,2027,10430
89,Female,7418,2027,9137
90+,Female,29050,2027,35267
0,Male,28697,2027,26374
1,Male,29017,2027,26724
2,Male,29377,2027,27042
3,Male,29728,2027,27312
4,Male,30708,2027,27520
5,Male,31533,2027,27656
6,Male,29946,2027,27757
7,Male,30653,2027,27846
8,Male,30586,2027,27901
9,Male,29574,2027,27912
10,Male,28838,2027,27127
11,Male,28885,2027,28650
12,Male,28344,2027,28988
13,Male,27231,2027,29352
14,Male,27083,2027,29703
15,Male,28196,2027,30680
16,Male,29300,2027,31502
17,Male,30279,2027,29912
18,Male,31162,2027,30614
19,Male,33677,2027,30540
20,Male,34653,2027,29520
21,Male,35175,2027,28775
22,Male,36261,2027,28808
23,Male,36791,2027,28255
24,Male,38808,2027,27134
25,Male,39073,2027,26976
26,Male,37445,2027,28072
27,Male,37102,2027,29157
28,Male,36957,2027,30117
29,Male,35572,2027,30981
30,Male,35467,2027,33464
31,Male,34774,2027,34415
32,Male,33786,2027,34913
33,Male,34032,2027,35970
34,Male,34246,2027,36467
35,Male,34347,2027,38430
36,Male,33701,2027,38654
37,Male,32926,2027,37005
38,Male,30125,2027,36621
39,Male,30169,2027,36432
40,Male,31504,2027,35021
41,Male,31398,2027,34870
42,Male,32214,2027,34141
43,Male,34054,2027,33123
44,Male,35759,2027,33314
45,Male,36884,2027,33473
46,Male,36481,2027,33521
47,Male,37985,2027,32841
48,Male,38668,2027,32041
49,Male,39404,2027,29271
50,Male,38795,2027,29270
51,Male,40421,2027,30520
52,Male,39547,2027,30369
53,Male,39588,2027,31105
54,Male,39078,2027,32815
55,Male,38031,2027,34376
56,Male,36862,2027,35366
57,Male,36217,2027,34874
58,Male,35210,2027,36184
59,Male,34417,2027,36694
60,Male,33311,2027,37227
61,Male,31726,2027,36468
62,Male,31363,2027,37790
63,Male,30581,2027,36751
64,Male,29425,2027,36548
65,Male,29569,2027,35815
66,Male,29668,2027,34576
67,Male,30193,2027,33216
68,Male,30916,2027,32311
69,Male,33121,2027,31057
70,Male,24797,2027,29979
71,Male,22863,2027,28612
72,Male,23308,2027,26827
73,Male,21528,2027,26052
74,Male,19373,2027,24897
75,Male,17496,2027,23431
76,Male,17603,2027,22977
77,Male,16869,2027,22442
78,Male,16115,2027,22169
79,Male,14432,2027,21963
80,Male,13546,2027,22685
81,Male,12469,2027,16310
82,Male,11120,2027,14376
83,Male,9975,2027,13931
84,Male,9091,2027,12148
85,Male,7894,2027,10236
86,Male,6573,2027,8576
87,Male,5635,2027,7924
88,Male,4454,2027,6897
89,Male,3731,2027,5916
90+,Male,12017,2027,19170
0,Female,26819,2028,24756
1,Female,27567,2028,25114
2,Female,27788,2028,25456
3,Female,28504,2028,25764
4,Female,29033,2028,26020
5,Female,30162,2028,26221
6,Female,28855,2028,26352
7,Female,29683,2028,26450
8,Female,29598,2028,26532
9,Female,28272,2028,26587
10,Female,27796,2028,26598
11,Female,27257,2028,25852
12,Female,26739,2028,26786
13,Female,26167,2028,27547
14,Female,26038,2028,27771
15,Female,27243,2028,28486
16,Female,27563,2028,29012
17,Female,28702,2028,30137
18,Female,29789,2028,28829
19,Female,32749,2028,29652
20,Female,33871,2028,29562
21,Female,34923,2028,28233
22,Female,36314,2028,27752
23,Female,37631,2028,27209
24,Female,39540,2028,26687
25,Female,38982,2028,26111
26,Female,37498,2028,25978
27,Female,37318,2028,27172
28,Female,37556,2028,27485
29,Female,36621,2028,28614
30,Female,36099,2028,29688
31,Female,36312,2028,32625
32,Female,35089,2028,33732
33,Female,35723,2028,34765
34,Female,36385,2028,36132
35,Female,35753,2028,37426
36,Female,34995,2028,39301
37,Female,33471,2028,38727
38,Female,31663,2028,37226
39,Female,30603,2028,37025
40,Female,32622,2028,37237
41,Female,33160,2028,36287
42,Female,33272,2028,35742
43,Female,35532,2028,35925
44,Female,38123,2028,34688
45,Female,39905,2028,35284
46,Female,39222,2028,35904
47,Female,40801,2028,35246
48,Female,41543,2028,34459
49,Female,41358,2028,32915
50,Female,41391,2028,31091
51,Female,42646,2028,30002
52,Female,42441,2028,31925
53,Female,42060,2028,32393
54,Female,40724,2028,32439
55,Female,39939,2028,34567
56,Female,38427,2028,37000
57,Female,38397,2028,38630
58,Female,37263,2028,37866
59,Female,36058,2028,39271
60,Female,34941,2028,39860
61,Female,33606,2028,39547
62,Female,33002,2028,39431
63,Female,32395,2028,40463
64,Female,31202,2028,40090
65,Female,31507,2028,39536
66,Female,31414,2028,38073
67,Female,32127,2028,37108
68,Female,33103,2028,35455
69,Female,35906,2028,35144
70,Female,26974,2028,33805
71,Female,25687,2028,32383
72,Female,25970,2028,31023
73,Female,25265,2028,29456
74,Female,23254,2028,28505
75,Female,21636,2028,27516
76,Female,21833,2028,26011
77,Female,21118,2028,25716
78,Female,20348,2028,25039
79,Female,19396,2028,24935
80,Female,18453,2028,24934
81,Female,17214,2028,26144
82,Female,15965,2028,18905
83,Female,14544,2028,17244
84,Female,14041,2028,16601
85,Female,12678,2028,15271
86,Female,11277,2028,13174
87,Female,9897,2028,11379
88,Female,8421,2028,10542
89,Female,7418,2028,9248
90+,Female,29050,2028,36244
0,Male,28697,2028,25987
1,Male,29017,2028,26360
2,Male,29377,2028,26719
3,Male,29728,2028,27040
4,Male,30708,2028,27310
5,Male,31533,2028,27518
6,Male,29946,2028,27654
7,Male,30653,2028,27755
8,Male,30586,2028,27844
9,Male,29574,2028,27899
10,Male,28838,2028,27910
11,Male,28885,2028,27125
12,Male,28344,2028,28648
13,Male,27231,2028,28986
14,Male,27083,2028,29349
15,Male,28196,2028,29700
16,Male,29300,2028,30675
17,Male,30279,2028,31496
18,Male,31162,2028,29905
19,Male,33677,2028,30605
20,Male,34653,2028,30530
21,Male,35175,2028,29509
22,Male,36261,2028,28764
23,Male,36791,2028,28796
24,Male,38808,2028,28243
25,Male,39073,2028,27122
26,Male,37445,2028,26963
27,Male,37102,2028,28058
28,Male,36957,2028,29140
29,Male,35572,2028,30098
30,Male,35467,2028,30958
31,Male,34774,2028,33436
32,Male,33786,2028,34383
33,Male,34032,2028,34877
34,Male,34246,2028,35929
35,Male,34347,2028,36421
36,Male,33701,2028,38376
37,Male,32926,2028,38595
38,Male,30125,2028,36944
39,Male,30169,2028,36555
40,Male,31504,2028,36361
41,Male,31398,2028,34948
42,Male,32214,2028,34791
43,Male,34054,2028,34059
44,Male,35759,2028,33038
45,Male,36884,2028,33225
46,Male,36481,2028,33381
47,Male,37985,2028,33426
48,Male,38668,2028,32745
49,Male,39404,2028,31943
50,Male,38795,2028,29178
51,Male,40421,2028,29172
52,Male,39547,2028,30412
53,Male,39588,2028,30254
54,Male,39078,2028,30978
55,Male,38031,2028,32669
56,Male,36862,2028,34209
57,Male,36217,2028,35178
58,Male,35210,2028,34672
59,Male,34417,2028,35956
60,Male,33311,2028,36441
61,Male,31726,2028,36948
62,Male,31363,2028,36172
63,Male,30581,2028,37457
64,Male,29425,2028,36398
65,Male,29569,2028,36163
66,Male,29668,2028,35401
67,Male,30193,2028,34134
68,Male,30916,2028,32741
69,Male,33121,2028,31794
70,Male,24797,2028,30504
71,Male,22863,2028,29391
72,Male,23308,2028,27994
73,Male,21528,2028,26185
74,Male,19373,2028,25364
75,Male,17496,2028,24172
76,Male,17603,2028,22679
77,Male,16869,2028,22164
78,Male,16115,2028,21562
79,Male,14432,2028,21206
80,Male,13546,2028,20907
81,Male,12469,2028,21474
82,Male,11120,2028,15339
83,Male,9975,2028,13418
84,Male,9091,2028,12884
85,Male,7894,2028,11119
86,Male,6573,2028,9261
87,Male,5635,2028,7662
88,Male,4454,2028,6985
89,Male,3731,2028,5995
90+,Male,12017,2028,20224
0,Female,26819,2029,24377
1,Female,27567,2029,24745
2,Female,27788,2029,25110
3,Female,28504,2029,25454
4,Female,29033,2029,25763
5,Female,30162,2029,26019
6,Female,28855,2029,26220
7,Female,29683,2029,26351
8,Female,29598,2029,26449
9,Female,28272,2029,26531
10,Female,27796,2029,26586
11,Female,27257,2029,26597
12,Female,26739,2029,25851
13,Female,26167,2029,26784
14,Female,26038,2029,27545
15,Female,27243,2029,27768
16,Female,27563,2029,28483
17,Female,28702,2029,29008
18,Female,29789,2029,30133
19,Female,32749,2029,28824
20,Female,33871,2029,29647
21,Female,34923,2029,29557
22,Female,36314,2029,28228
23,Female,37631,2029,27747
24,Female,39540,2029,27203
25,Female,38982,2029,26681
26,Female,37498,2029,26104
27,Female,37318,2029,25970
28,Female,37556,2029,27163
29,Female,36621,2029,27474
30,Female,36099,2029,28601
31,Female,36312,2029,29673
32,Female,35089,2029,32607
33,Female,35723,2029,33711
34,Female,36385,2029,34742
35,Female,35753,2029,36106
36,Female,34995,2029,37398
37,Female,33471,2029,39269
38,Female,31663,2029,38693
39,Female,30603,2029,37192
40,Female,32622,2029,36989
41,Female,33160,2029,37198
42,Female,33272,2029,36246
43,Female,35532,2029,35699
44,Female,38123,2029,35878
45,Female,39905,2029,34639
46,Female,39222,2029,35231
47,Female,40801,2029,35845
48,Female,41543,2029,35182
49,Female,41358,2029,34390
50,Female,41391,2029,32842
51,Female,42646,2029,31017
52,Female,42441,2029,29925
53,Female,42060,2029,31838
54,Female,40724,2029,32299
55,Female,39939,2029,32337
56,Female,38427,2029,34447
57,Female,38397,2029,36861
58,Female,37263,2029,38474
59,Female,36058,2029,37701
60,Female,34941,2029,39087
61,Female,33606,2029,39658
62,Female,33002,2029,39330
63,Female,32395,2029,39196
64,Female,31202,2029,40199
65,Female,31507,2029,39804
66,Female,31414,2029,39225
67,Female,32127,2029,37740
68,Female,33103,2029,36743
69,Female,35906,2029,35064
70,Female,26974,2029,34712
71,Female,25687,2029,33345
72,Female,25970,2029,31896
73,Female,25265,2029,30503
74,Female,23254,2029,28905
75,Female,21636,2029,27910
76,Female,21833,2029,26874
77,Female,21118,2029,25330
78,Female,20348,2029,24961
79,Female,19396,2029,24215
80,Female,18453,2029,24014
81,Female,17214,2029,23898
82,Female,15965,2029,24920
83,Female,14544,2029,17905
84,Female,14041,2029,16212
85,Female,12678,2029,15475
86,Female,11277,2029,14094
87,Female,9897,2029,12020
88,Female,8421,2029,10250
89,Female,7418,2029,9362
90+,Female,29050,2029,37206
0,Male,28697,2029,25588
1,Male,29017,2029,25973
2,Male,29377,2029,26355
3,Male,29728,2029,26717
4,Male,30708,2029,27038
5,Male,31533,2029,27308
6,Male,29946,2029,27516
7,Male,30653,2029,27652
8,Male,30586,2029,27753
9,Male,29574,2029,27842
10,Male,28838,2029,27898
11,Male,28885,2029,27908
12,Male,28344,2029,27123
13,Male,27231,2029,28646
14,Male,27083,2029,28983
15,Male,28196,2029,29346
16,Male,29300,2029,29696
17,Male,30279,2029,30669
18,Male,31162,2029,31489
19,Male,33677,2029,29897
20,Male,34653,2029,30595
21,Male,35175,2029,30519
22,Male,36261,2029,29498
23,Male,36791,2029,28753
24,Male,38808,2029,28784
25,Male,39073,2029,28231
26,Male,37445,2029,27110
27,Male,37102,2029,26950
28,Male,36957,2029,28042
29,Male,35572,2029,29122
30,Male,35467,2029,30076
31,Male,34774,2029,30932
32,Male,33786,2029,33405
33,Male,34032,2029,34348
34,Male,34246,2029,34837
35,Male,34347,2029,35884
36,Male,33701,2029,36371
37,Male,32926,2029,38318
38,Male,30125,2029,38532
39,Male,30169,2029,36879
40,Male,31504,2029,36485
41,Male,31398,2029,36286
42,Male,32214,2029,34870
43,Male,34054,2029,34708
44,Male,35759,2029,33972
45,Male,36884,2029,32951
46,Male,36481,2029,33135
47,Male,37985,2029,33288
48,Male,38668,2029,33329
49,Male,39404,2029,32646
50,Male,38795,2029,31842
51,Male,40421,2029,29082
52,Male,39547,2029,29071
53,Male,39588,2029,30299
54,Male,39078,2029,30132
55,Male,38031,2029,30842
56,Male,36862,2029,32513
57,Male,36217,2029,34030
58,Male,35210,2029,34978
59,Male,34417,2029,34457
60,Male,33311,2029,35713
61,Male,31726,2029,36173
62,Male,31363,2029,36653
63,Male,30581,2029,35859
64,Male,29425,2029,37103
65,Male,29569,2029,36022
66,Male,29668,2029,35752
67,Male,30193,2029,34957
68,Male,30916,2029,33654
69,Male,33121,2029,32226
70,Male,24797,2029,31238
71,Male,22863,2029,29916
72,Male,23308,2029,28768
73,Male,21528,2029,27337
74,Male,19373,2029,25506
75,Male,17496,2029,24638
76,Male,17603,2029,23410
77,Male,16869,2029,21890
78,Male,16115,2029,21310
79,Male,14432,2029,20641
80,Male,13546,2029,20203
81,Male,12469,2029,19809
82,Male,11120,2029,20216
83,Male,9975,2029,14332
84,Male,9091,2029,12425
85,Male,7894,2029,11808
86,Male,6573,2029,10075
87,Male,5635,2029,8288
88,Male,4454,2029,6766
89,Male,3731,2029,6083
90+,Male,12017,2029,21187
0,Female,26819,2030,23995
1,Female,27567,2030,24366
2,Female,27788,2030,24741
3,Female,28504,2030,25108
4,Female,29033,2030,25453
5,Female,30162,2030,25762
6,Female,28855,2030,26018
7,Female,29683,2030,26219
8,Female,29598,2030,26350
9,Female,28272,2030,26448
10,Female,27796,2030,26530
11,Female,27257,2030,26585
12,Female,26739,2030,26596
13,Female,26167,2030,25849
14,Female,26038,2030,26782
15,Female,27243,2030,27542
16,Female,27563,2030,27765
17,Female,28702,2030,28479
18,Female,29789,2030,29004
19,Female,32749,2030,30128
20,Female,33871,2030,28819
21,Female,34923,2030,29642
22,Female,36314,2030,29552
23,Female,37631,2030,28223
24,Female,39540,2030,27741
25,Female,38982,2030,27196
26,Female,37498,2030,26674
27,Female,37318,2030,26096
28,Female,37556,2030,25961
29,Female,36621,2030,27152
30,Female,36099,2030,27462
31,Female,36312,2030,28587
32,Female,35089,2030,29657
33,Female,35723,2030,32587
34,Female,36385,2030,33689
35,Female,35753,2030,34717
36,Female,34995,2030,36079
37,Female,33471,2030,37368
38,Female,31663,2030,39235
39,Female,30603,2030,38658
40,Female,32622,2030,37156
41,Female,33160,2030,36951
42,Female,33272,2030,37156
43,Female,35532,2030,36202
44,Female,38123,2030,35653
45,Female,39905,2030,35828
46,Female,39222,2030,34587
47,Female,40801,2030,35174
48,Female,41543,2030,35781
49,Female,41358,2030,35112
50,Female,41391,2030,34315
51,Female,42646,2030,32764
52,Female,42441,2030,30939
53,Female,42060,2030,29845
54,Female,40724,2030,31747
55,Female,39939,2030,32198
56,Female,38427,2030,32227
57,Female,38397,2030,34320
58,Female,37263,2030,36714
59,Female,36058,2030,38309
60,Female,34941,2030,37527
61,Female,33606,2030,38892
62,Female,33002,2030,39443
63,Female,32395,2030,39099
64,Female,31202,2030,38944
65,Female,31507,2030,39916
66,Female,31414,2030,39495
67,Female,32127,2030,38887
68,Female,33103,2030,37374
69,Female,35906,2030,36344
70,Female,26974,2030,34639
71,Female,25687,2030,34247
72,Female,25970,2030,32851
73,Female,25265,2030,31369
74,Female,23254,2030,29942
75,Female,21636,2030,28311
76,Female,21833,2030,27269
77,Female,21118,2030,26181
78,Female,20348,2030,24597
79,Female,19396,2030,24151
80,Female,18453,2030,23333
81,Female,17214,2030,23030
82,Female,15965,2030,22795
83,Female,14544,2030,23620
84,Female,14041,2030,16847
85,Female,12678,2030,15126
86,Female,11277,2030,14296
87,Female,9897,2030,12874
88,Female,8421,2030,10842
89,Female,7418,2030,9116
90+,Female,29050,2030,38155
0,Male,28697,2030,25189
1,Male,29017,2030,25575
2,Male,29377,2030,25968
3,Male,29728,2030,26353
4,Male,30708,2030,26715
5,Male,31533,2030,27036
6,Male,29946,2030,27306
7,Male,30653,2030,27514
8,Male,30586,2030,27650
9,Male,29574,2030,27752
10,Male,28838,2030,27841
11,Male,28885,2030,27896
12,Male,28344,2030,27906
13,Male,27231,2030,27121
14,Male,27083,2030,28643
15,Male,28196,2030,28980
16,Male,29300,2030,29342
17,Male,30279,2030,29691
18,Male,31162,2030,30662
19,Male,33677,2030,31480
20,Male,34653,2030,29887
21,Male,35175,2030,30584
22,Male,36261,2030,30508
23,Male,36791,2030,29486
24,Male,38808,2030,28741
25,Male,39073,2030,28772
26,Male,37445,2030,28218
27,Male,37102,2030,27097
28,Male,36957,2030,26935
29,Male,35572,2030,28025
30,Male,35467,2030,29101
31,Male,34774,2030,30052
32,Male,33786,2030,30904
33,Male,34032,2030,33371
34,Male,34246,2030,34310
35,Male,34347,2030,34794
36,Male,33701,2030,35835
37,Male,32926,2030,36317
38,Male,30125,2030,38256
39,Male,30169,2030,38464
40,Male,31504,2030,36809
41,Male,31398,2030,36410
42,Male,32214,2030,36206
43,Male,34054,2030,34787
44,Male,35759,2030,34620
45,Male,36884,2030,33883
46,Male,36481,2030,32862
47,Male,37985,2030,33043
48,Male,38668,2030,33193
49,Male,39404,2030,33230
50,Male,38795,2030,32545
51,Male,40421,2030,31739
52,Male,39547,2030,28982
53,Male,39588,2030,28964
54,Male,39078,2030,30179
55,Male,38031,2030,30002
56,Male,36862,2030,30697
57,Male,36217,2030,32346
58,Male,35210,2030,33840
59,Male,34417,2030,34765
60,Male,33311,2030,34228
61,Male,31726,2030,35454
62,Male,31363,2030,35889
63,Male,30581,2030,36341
64,Male,29425,2030,35526
65,Male,29569,2030,36726
66,Male,29668,2030,35619
67,Male,30193,2030,35311
68,Male,30916,2030,34474
69,Male,33121,2030,33133
70,Male,24797,2030,31672
71,Male,22863,2030,30646
72,Male,23308,2030,29292
73,Male,21528,2030,28104
74,Male,19373,2030,26640
75,Male,17496,2030,24789
76,Male,17603,2030,23875
77,Male,16869,2030,22610
78,Male,16115,2030,21061
79,Male,14432,2030,20415
80,Male,13546,2030,19680
81,Male,12469,2030,19159
82,Male,11120,2030,18667
83,Male,9975,2030,18909
84,Male,9091,2030,13287
85,Male,7894,2030,11403
86,Male,6573,2030,10715
87,Male,5635,2030,9031
88,Male,4454,2030,7332
89,Male,3731,2030,5904
90+,Male,12017,2030,22080
0,Female,26819,2031,23640
1,Female,27567,2031,23984
2,Female,27788,2031,24362
3,Female,28504,2031,24739
4,Female,29033,2031,25107
5,Female,30162,2031,25452
6,Female,28855,2031,25761
7,Female,29683,2031,26017
8,Female,29598,2031,26218
9,Female,28272,2031,26349
10,Female,27796,2031,26447
11,Female,27257,2031,26529
12,Female,26739,2031,26584
13,Female,26167,2031,26594
14,Female,26038,2031,25847
15,Female,27243,2031,26780
16,Female,27563,2031,27539
17,Female,28702,2031,27762
18,Female,29789,2031,28475
19,Female,32749,2031,29000
20,Female,33871,2031,30123
21,Female,34923,2031,28814
22,Female,36314,2031,29637
23,Female,37631,2031,29547
24,Female,39540,2031,28217
25,Female,38982,2031,27734
26,Female,37498,2031,27189
27,Female,37318,2031,26666
28,Female,37556,2031,26087
29,Female,36621,2031,25951
30,Female,36099,2031,27140
31,Female,36312,2031,27448
32,Female,35089,2031,28571
33,Female,35723,2031,29639
34,Female,36385,2031,32566
35,Female,35753,2031,33665
36,Female,34995,2031,34691
37,Female,33471,2031,36050
38,Female,31663,2031,37336
39,Female,30603,2031,39200
40,Female,32622,2031,38621
41,Female,33160,2031,37118
42,Female,33272,2031,36910
43,Female,35532,2031,37112
44,Female,38123,2031,36156
45,Female,39905,2031,35604
46,Female,39222,2031,35775
47,Female,40801,2031,34532
48,Female,41543,2031,35112
49,Female,41358,2031,35711
50,Female,41391,2031,35036
51,Female,42646,2031,34235
52,Female,42441,2031,32682
53,Female,42060,2031,30857
54,Female,40724,2031,29761
55,Female,39939,2031,31650
56,Female,38427,2031,32090
57,Female,38397,2031,32110
58,Female,37263,2031,34185
59,Female,36058,2031,36559
60,Female,34941,2031,38135
61,Female,33606,2031,37342
62,Female,33002,2031,38685
63,Female,32395,2031,39214
64,Female,31202,2031,38852
65,Female,31507,2031,38674
66,Female,31414,2031,39611
67,Female,32127,2031,39159
68,Female,33103,2031,38516
69,Female,35906,2031,36974
70,Female,26974,2031,35910
71,Female,25687,2031,34181
72,Female,25970,2031,33747
73,Female,25265,2031,32316
74,Female,23254,2031,30800
75,Female,21636,2031,29336
76,Female,21833,2031,27670
77,Female,21118,2031,26577
78,Female,20348,2031,25435
79,Female,19396,2031,23811
80,Female,18453,2031,23284
81,Female,17214,2031,22390
82,Female,15965,2031,21981
83,Female,14544,2031,21621
84,Female,14041,2031,22243
85,Female,12678,2031,15733
86,Female,11277,2031,13988
87,Female,9897,2031,13073
88,Female,8421,2031,11627
89,Female,7418,2031,9656
90+,Female,29050,2031,38779
0,Male,28697,2031,24816
1,Male,29017,2031,25176
2,Male,29377,2031,25571
3,Male,29728,2031,25966
4,Male,30708,2031,26351
5,Male,31533,2031,26713
6,Male,29946,2031,27034
7,Male,30653,2031,27304
8,Male,30586,2031,27512
9,Male,29574,2031,27649
10,Male,28838,2031,27751
11,Male,28885,2031,27839
12,Male,28344,2031,27894
13,Male,27231,2031,27904
14,Male,27083,2031,27119
15,Male,28196,2031,28640
16,Male,29300,2031,28976
17,Male,30279,2031,29337
18,Male,31162,2031,29685
19,Male,33677,2031,30654
20,Male,34653,2031,31470
21,Male,35175,2031,29877
22,Male,36261,2031,30573
23,Male,36791,2031,30496
24,Male,38808,2031,29474
25,Male,39073,2031,28729
26,Male,37445,2031,28759
27,Male,37102,2031,28205
28,Male,36957,2031,27083
29,Male,35572,2031,26919
30,Male,35467,2031,28005
31,Male,34774,2031,29078
32,Male,33786,2031,30025
33,Male,34032,2031,30873
34,Male,34246,2031,33334
35,Male,34347,2031,34268
36,Male,33701,2031,34747
37,Male,32926,2031,35782
38,Male,30125,2031,36259
39,Male,30169,2031,38190
40,Male,31504,2031,38392
41,Male,31398,2031,36734
42,Male,32214,2031,36330
43,Male,34054,2031,36121
44,Male,35759,2031,34700
45,Male,36884,2031,34530
46,Male,36481,2031,33793
47,Male,37985,2031,32772
48,Male,38668,2031,32950
49,Male,39404,2031,33095
50,Male,38795,2031,33128
51,Male,40421,2031,32441
52,Male,39547,2031,31632
53,Male,39588,2031,28877
54,Male,39078,2031,28851
55,Male,38031,2031,30051
56,Male,36862,2031,29863
57,Male,36217,2031,30542
58,Male,35210,2031,32168
59,Male,34417,2031,33637
60,Male,33311,2031,34537
61,Male,31726,2031,33984
62,Male,31363,2031,35180
63,Male,30581,2031,35588
64,Male,29425,2031,36009
65,Male,29569,2031,35171
66,Male,29668,2031,36322
67,Male,30193,2031,35187
68,Male,30916,2031,34831
69,Male,33121,2031,33949
70,Male,24797,2031,32573
71,Male,22863,2031,31082
72,Male,23308,2031,30017
73,Male,21528,2031,28627
74,Male,19373,2031,27399
75,Male,17496,2031,25904
76,Male,17603,2031,24035
77,Male,16869,2031,23072
78,Male,16115,2031,21768
79,Male,14432,2031,20191
80,Male,13546,2031,19480
81,Male,12469,2031,18679
82,Male,11120,2031,18071
83,Male,9975,2031,17479
84,Male,9091,2031,17551
85,Male,7894,2031,12210
86,Male,6573,2031,10362
87,Male,5635,2031,9620
88,Male,4454,2031,8003
89,Male,3731,2031,6410
90+,Male,12017,2031,22683
0,Female,26819,2032,23320
1,Female,27567,2032,23630
2,Female,27788,2032,23981
3,Female,28504,2032,24361
4,Female,29033,2032,24738
5,Female,30162,2032,25106
6,Female,28855,2032,25451
7,Female,29683,2032,25760
8,Female,29598,2032,26016
9,Female,28272,2032,26217
10,Female,27796,2032,26348
11,Female,27257,2032,26446
12,Female,26739,2032,26528
13,Female,26167,2032,26582
14,Female,26038,2032,26592
15,Female,27243,2032,25845
16,Female,27563,2032,26777
17,Female,28702,2032,27536
18,Female,29789,2032,27758
19,Female,32749,2032,28471
20,Female,33871,2032,28995
21,Female,34923,2032,30118
22,Female,36314,2032,28809
23,Female,37631,2032,29632
24,Female,39540,2032,29541
25,Female,38982,2032,28210
26,Female,37498,2032,27727
27,Female,37318,2032,27181
28,Female,37556,2032,26657
29,Female,36621,2032,26077
30,Female,36099,2032,25940
31,Female,36312,2032,27127
32,Female,35089,2032,27433
33,Female,35723,2032,28554
34,Female,36385,2032,29620
35,Female,35753,2032,32543
36,Female,34995,2032,33640
37,Female,33471,2032,34664
38,Female,31663,2032,36020
39,Female,30603,2032,37303
40,Female,32622,2032,39163
41,Female,33160,2032,38582
42,Female,33272,2032,37077
43,Female,35532,2032,36867
44,Female,38123,2032,37065
45,Female,39905,2032,36107
46,Female,39222,2032,35552
47,Female,40801,2032,35718
48,Female,41543,2032,34472
49,Female,41358,2032,35044
50,Female,41391,2032,35635
51,Female,42646,2032,34955
52,Female,42441,2032,34151
53,Female,42060,2032,32596
54,Female,40724,2032,30771
55,Female,39939,2032,29671
56,Female,38427,2032,31545
57,Female,38397,2032,31975
58,Female,37263,2032,31986
59,Female,36058,2032,34043
60,Female,34941,2032,36395
61,Female,33606,2032,37950
62,Female,33002,2032,37146
63,Female,32395,2032,38464
64,Female,31202,2032,38969
65,Female,31507,2032,38586
66,Female,31414,2032,38382
67,Female,32127,2032,39279
68,Female,33103,2032,38790
69,Female,35906,2032,38109
70,Female,26974,2032,36539
71,Female,25687,2032,35442
72,Female,25970,2032,33688
73,Female,25265,2032,33206
74,Female,23254,2032,31739
75,Female,21636,2032,30186
76,Female,21833,2032,28682
77,Female,21118,2032,26978
